temp,spCond,pH,ODO,turb,fDOM,CHL,NO3
18.071,744.67,7.59,89.8,24.59,46.63,2.84,35.09
18.076,744.59,7.59,89.81,23.54,46.57,2.88,34.91
18.078,744.59,7.59,89.84,23.82,46.54,2.9,34.7
18.087,744.95,7.59,89.92,24.56,46.44,2.86,34.95
18.09,745.1,7.59,89.95,24.22,46.43,2.85,34.91
18.091,745.3,7.59,89.98,24.4,46.39,2.83,34.89
18.092,745.53,7.59,90,24.32,46.39,2.85,34.8
18.093,745.71,7.59,90.02,24.32,46.4,2.86,34.69
18.093,745.79,7.59,90.04,24.13,46.39,2.89,34.57
18.092,745.94,7.59,90.04,24.1,46.48,2.86,34.5
18.088,746.26,7.59,90.04,24.04,46.56,2.87,34.77
18.086,746.52,7.59,90.02,23.96,46.7,2.84,34.74
18.083,747.11,7.59,89.99,23.87,47,2.82,37.6
18.079,747.67,7.59,89.94,23.86,47.27,2.81,38.84
18.075,748.26,7.59,89.88,23.78,47.51,2.8,42.79
18.071,748.87,7.59,89.8,23.89,47.78,2.78,40.23
18.091,748.11,7.59,89.66,23.6,47.29,2.79,40.52
18.11,747.97,7.59,89.91,23.66,46.76,2.74,35.32
18.113,748.05,7.59,90.07,23.84,46.63,2.8,35.11
18.112,748.17,7.59,90.09,23.83,46.64,2.78,35.14
18.112,748.16,7.59,90.11,23.78,46.64,2.76,35.66
18.113,748.23,7.59,90.13,23.71,46.64,2.75,35.73
18.113,748.37,7.59,90.15,23.64,46.68,2.77,35.88
18.114,748.3,7.59,90.17,23.63,46.72,2.77,35.65
18.115,748.37,7.59,90.18,23.62,46.76,2.8,35.63
18.114,748.38,7.59,90.19,23.58,46.81,2.83,35.59
18.113,748.54,7.59,90.2,23.58,46.86,2.84,36.26
18.11,748.61,7.59,90.2,23.63,46.92,2.82,37.17
18.106,748.72,7.59,90.18,23.73,47.01,2.83,37.82
18.101,748.89,7.59,90.16,23.74,47.11,2.84,38.63
18.095,749.04,7.59,90.12,23.8,47.24,2.86,39.3
18.089,749.24,7.59,90.07,23.82,47.35,2.87,43.24
18.084,749.38,7.59,90.01,24.23,47.46,2.9,44.26
18.076,749.7,7.59,89.89,24.39,47.63,2.94,46.33
18.076,749.8,7.59,89.86,24.15,47.65,2.95,45.81
18.078,749.85,7.59,89.84,23.95,47.67,2.99,46.02
18.082,749.86,7.59,89.83,23.99,47.67,2.99,45.12
18.085,749.88,7.59,89.84,23.99,47.66,2.99,44.37
18.087,749.92,7.59,89.86,24.04,47.62,2.99,44.6
18.089,749.9,7.59,89.87,24.11,47.59,3.01,42.45
18.075,750.53,7.59,89.76,23.86,47.91,2.91,48.22
18.075,750.62,7.59,89.74,23.78,47.95,2.93,49.16
18.074,750.74,7.59,89.73,23.8,47.98,2.93,48.76
18.074,750.85,7.59,89.71,23.78,48.02,2.93,48.81
18.074,750.91,7.59,89.7,23.77,48.05,2.92,49.06
18.074,751,7.59,89.69,23.75,48.09,2.92,49.5
18.075,751.11,7.59,89.68,23.77,48.11,2.91,49.7
18.075,751.12,7.59,89.67,23.88,48.13,2.91,49.65
18.075,751.18,7.59,89.66,23.85,48.13,2.92,49.44
18.075,751.23,7.59,89.65,23.92,48.11,2.91,49.25
18.077,751.46,7.59,89.61,23.93,48.16,2.79,48.72
18.078,751.65,7.59,89.61,23.85,48.15,2.77,48.42
18.076,752,7.59,89.6,23.49,48.14,2.83,48.68
18.075,752.42,7.59,89.58,24.01,48.07,2.8,48.71
18.075,752.43,7.59,89.58,23.96,48.06,2.8,48.87
18.075,752.32,7.59,89.57,23.97,48.07,2.81,48.99
18.075,752.37,7.59,89.57,23.96,48.08,2.81,48.77
18.075,752.41,7.59,89.56,23.96,48.07,2.82,48.37
18.075,752.43,7.59,89.56,24.04,48.06,2.83,48.64
18.074,752.41,7.59,89.56,24.07,48.05,2.83,48.47
18.075,752.52,7.59,89.55,24.07,48.04,2.82,49.1
18.075,752.49,7.59,89.55,24.03,48.01,2.82,48.45
18.075,752.48,7.59,89.55,24.05,48.01,2.81,48.55
18.075,752.54,7.59,89.55,23.98,48.02,2.82,48.47
18.075,752.57,7.59,89.55,23.96,48,2.82,48.62
18.076,752.57,7.59,89.56,24,48.01,2.82,48.73
18.076,752.59,7.59,89.56,23.94,48,2.81,48.39
18.077,752.64,7.59,89.56,23.95,47.99,2.81,48.31
18.077,752.63,7.59,89.57,23.98,47.98,2.8,48.36
18.078,752.63,7.59,89.57,24,47.99,2.81,48.37
18.078,752.74,7.59,89.57,23.97,47.99,2.79,48.39
18.078,752.73,7.59,89.58,23.95,47.99,2.8,48.59
18.078,752.76,7.59,89.58,23.89,47.98,2.81,48.57
18.077,752.84,7.59,89.58,23.9,47.98,2.82,48.35
18.075,752.78,7.59,89.58,23.78,47.99,2.82,48.62
18.073,752.85,7.59,89.57,23.64,48.01,2.82,48.61
18.071,752.94,7.59,89.55,23.63,48.05,2.78,48.61
18.069,753.09,7.59,89.54,23.51,48.08,2.79,48.63
18.067,753.11,7.59,89.53,23.46,48.09,2.79,48.81
18.066,753.15,7.59,89.51,23.49,48.08,2.79,48.56
18.064,753.25,7.59,89.5,23.1,48.12,2.81,48.8
18.062,753.35,7.59,89.49,23.36,48.12,2.85,49.02
18.063,753.5,7.59,89.49,23.66,48.11,2.86,49.01
18.063,753.55,7.59,89.5,23.92,48.1,2.87,49.03
18.064,753.56,7.59,89.52,24.65,48.06,2.89,49.07
18.065,753.59,7.59,89.54,24.12,48.09,2.9,49.02
18.065,753.68,7.59,89.55,24.12,48.09,2.91,49.09
18.064,753.69,7.59,89.55,24.03,48.12,2.91,48.88
18.063,753.69,7.59,89.57,23.93,48.11,2.89,48.66
18.062,753.65,7.59,89.58,23.86,48.12,2.87,49.05
18.061,753.7,7.59,89.58,23.86,48.15,2.86,48.81
18.061,753.71,7.59,89.57,23.71,48.18,2.87,49.09
18.061,753.67,7.59,89.57,23.69,48.19,2.85,49.2
18.061,753.53,7.59,89.57,23.55,48.21,2.85,48.92
18.062,753.44,7.59,89.57,23.52,48.21,2.87,49.01
18.064,753.36,7.59,89.57,23.47,48.24,2.86,49.05
18.074,753.34,7.59,89.6,23.16,48.24,2.96,49.42
18.076,753.37,7.59,89.61,23.36,48.22,2.95,49.57
18.08,753.73,7.59,89.65,23.75,48.22,2.88,49.23
18.078,754.3,7.59,89.65,23.24,48.26,2.82,49.78
18.078,754.18,7.59,89.65,23.36,48.36,2.84,49.65
18.078,754.16,7.59,89.65,23.48,48.37,2.83,50.12
18.077,754.09,7.59,89.65,23.42,48.37,2.84,50.1
18.077,754.09,7.59,89.64,23.41,48.36,2.84,49.79
18.076,754.18,7.59,89.63,23.47,48.36,2.84,50.24
18.076,754.44,7.59,89.63,23.52,48.36,2.83,50.23
18.076,754.51,7.59,89.62,23.52,48.37,2.87,50.2
18.076,754.24,7.59,89.62,23.55,48.36,2.88,50.32
18.077,754.44,7.59,89.62,23.53,48.33,2.89,50.12
18.077,754.3,7.59,89.62,23.59,48.32,2.94,50.04
18.077,754.27,7.59,89.62,23.61,48.33,2.96,50.52
18.078,754.27,7.59,89.62,23.56,48.32,2.96,50.23
18.078,754.4,7.59,89.63,23.48,48.33,2.94,50.18
18.079,754.46,7.59,89.64,23.45,48.34,2.95,50.01
18.079,754.62,7.59,89.64,23.33,48.34,2.95,49.95
18.079,754.51,7.59,89.64,23.34,48.34,2.94,50.1
18.079,754.51,7.59,89.65,23.25,48.35,2.96,49.89
18.078,754.39,7.59,89.64,23.21,48.37,2.99,49.77
18.077,754.17,7.59,89.64,23.17,48.39,3.02,49.78
18.075,753.96,7.59,89.62,23.21,48.4,2.99,49.99
18.073,753.89,7.59,89.61,23.22,48.41,2.96,50.18
18.072,753.86,7.59,89.59,23.27,48.44,2.92,50
18.071,754,7.59,89.57,23.27,48.42,2.91,50.03
18.07,754.1,7.59,89.55,23.23,48.45,2.9,49.98
18.07,754.3,7.59,89.54,23.27,48.46,2.89,49.95
18.07,754.27,7.59,89.53,23.29,48.48,2.89,49.82
18.071,754.35,7.59,89.51,23.3,48.46,2.9,49.59
18.071,754.39,7.59,89.51,23.21,48.45,2.91,50.07
18.071,754.38,7.59,89.5,23.17,48.44,2.93,49.67
18.071,754.35,7.59,89.5,23.15,48.46,2.95,49.79
18.072,754.32,7.59,89.5,23.1,48.44,2.95,49.66
18.072,754.33,7.59,89.5,23.21,48.44,2.98,49.95
18.072,754.28,7.59,89.51,23.58,48.44,2.92,50.01
18.072,754.45,7.59,89.51,23.46,48.43,2.9,49.98
18.071,754.42,7.59,89.52,23.53,48.44,2.88,49.87
18.071,754.35,7.59,89.52,23.37,48.43,2.85,50.09
18.072,754.4,7.59,89.52,23.36,48.43,2.84,49.91
18.075,754.43,7.59,89.54,23.28,48.46,2.83,49.94
18.084,754.02,7.59,89.59,23.95,48.3,2.8,49.93
18.081,754.27,7.59,89.56,23.58,48.27,2.81,49.74
18.081,754.24,7.59,89.56,23.57,48.28,2.81,49.54
18.081,754.2,7.59,89.56,23.55,48.27,2.81,49.39
18.081,754.23,7.59,89.56,23.55,48.27,2.8,49.66
18.082,754.14,7.59,89.56,23.55,48.28,2.8,49.81
18.083,754.02,7.59,89.56,23.5,48.28,2.8,49.38
18.083,753.97,7.59,89.56,23.53,48.28,2.8,49.27
18.083,753.91,7.59,89.56,23.46,48.29,2.8,49.45
18.084,753.77,7.59,89.56,22.74,48.32,2.8,49.45
18.084,753.76,7.59,89.56,23.62,48.33,2.78,49.38
18.084,753.74,7.59,89.57,23.32,48.36,2.79,49.37
18.084,753.74,7.59,89.57,23.05,48.37,2.78,49.34
18.084,753.72,7.59,89.57,23.21,48.37,2.79,49.62
18.084,753.79,7.59,89.56,23.11,48.37,2.79,49.11
18.083,753.82,7.59,89.56,23.11,48.37,2.8,49.14
18.082,753.94,7.59,89.57,22.84,48.37,2.79,49.25
18.081,754.05,7.59,89.57,23.04,48.36,2.8,49.05
18.08,754.03,7.59,89.57,23.61,48.35,2.81,48.82
18.08,754.03,7.59,89.57,23.73,48.33,2.83,48.77
18.079,754.03,7.59,89.58,23.79,48.34,2.84,48.85
18.079,754.1,7.59,89.58,23.69,48.32,2.85,48.64
18.078,754.12,7.59,89.59,23.68,48.32,2.85,48.58
18.077,754.09,7.59,89.59,23.73,48.3,2.85,48.35
18.077,754.03,7.59,89.59,23.8,48.28,2.86,48.49
18.076,754.04,7.59,89.59,23.66,48.27,2.88,48.16
18.076,754,7.59,89.6,23.65,48.24,2.9,47.69
18.076,753.88,7.59,89.6,23.62,48.22,2.92,47.54
18.076,753.89,7.59,89.61,23.61,48.2,2.94,47.81
18.076,753.87,7.59,89.62,23.6,48.16,2.95,47.55
18.076,753.8,7.59,89.62,23.65,48.15,2.95,47.48
18.077,753.68,7.59,89.62,23.71,48.13,2.97,47.31
18.077,753.6,7.59,89.63,23.72,48.12,2.97,47.24
18.078,753.59,7.59,89.63,23.76,48.12,2.98,47.39
18.079,753.45,7.59,89.63,23.72,48.1,2.98,47.33
18.08,753.4,7.59,89.63,23.73,48.09,2.98,47.44
18.081,753.34,7.59,89.63,23.78,48.08,2.99,47.31
18.083,753.3,7.59,89.64,23.74,48.08,2.99,47.28
18.084,753.14,7.59,89.64,23.68,48.06,2.99,47.03
18.086,752.97,7.59,89.65,23.66,48.05,2.96,46.59
18.09,752.81,7.59,89.66,23.75,48.04,2.96,46.76
18.091,752.6,7.59,89.66,23.77,48.04,2.94,47.17
18.093,752.58,7.59,89.66,23.79,48.02,2.93,46.56
18.095,752.49,7.59,89.68,23.66,48.01,2.92,46.48
18.097,752.44,7.59,89.69,23.61,48.01,2.92,45.97
18.097,752.43,7.59,89.7,23.62,48.02,2.91,45.78
18.097,752.43,7.59,89.7,23.6,47.98,2.91,46.31
18.097,752.59,7.59,89.71,23.7,47.97,2.92,45.75
18.097,752.71,7.59,89.71,23.79,47.96,2.92,45.72
18.097,752.78,7.59,89.72,23.91,47.96,2.9,45.94
18.096,752.83,7.59,89.73,23.94,47.96,2.9,45.22
18.095,752.93,7.59,89.73,23.92,47.93,2.91,45.21
18.093,752.84,7.59,89.74,23.5,47.89,2.93,45.14
18.092,752.9,7.59,89.74,24.22,47.88,2.95,44.73
18.091,752.96,7.59,89.74,23.99,47.87,2.97,44.85
18.09,753.07,7.59,89.74,23.95,47.89,2.97,44.59
18.089,753.07,7.59,89.74,23.94,47.88,2.99,44.48
18.088,753.03,7.59,89.73,23.18,47.88,2.99,44.3
18.087,752.7,7.59,89.73,23.37,47.86,2.96,44.11
18.089,752.31,7.59,89.73,23.6,47.89,2.95,43.64
18.092,752.32,7.59,89.75,23.77,47.91,2.93,43.38
18.098,752.42,7.59,89.8,23.75,47.85,2.9,42.93
18.099,752.53,7.59,89.81,23.9,47.82,2.92,42.95
18.1,752.41,7.59,89.82,23.91,47.8,2.94,43.02
18.101,752.35,7.59,89.82,23.85,47.79,2.93,42.6
18.102,752.27,7.59,89.83,23.89,47.81,2.91,43.14
18.103,752.1,7.59,89.83,23.89,47.83,2.88,42.76
18.104,752.08,7.59,89.84,23.84,47.82,2.85,42.72
18.104,751.9,7.59,89.85,23.39,47.86,2.81,42.49
18.101,751.64,7.59,89.84,23.76,47.86,2.83,41.97
18.099,751.55,7.59,89.82,23.85,47.87,2.84,41.97
18.096,751.57,7.59,89.79,23.83,47.88,2.86,42.02
18.094,751.38,7.59,89.76,23.8,47.89,2.87,41.67
18.092,751.18,7.59,89.72,23.82,47.87,2.84,42.1
18.09,751.06,7.59,89.67,23.76,47.87,2.83,41.58
18.089,750.97,7.59,89.62,23.65,47.89,2.81,41.69
18.088,750.99,7.59,89.58,23.58,47.9,2.81,41.39
18.088,750.85,7.59,89.54,23.59,47.9,2.84,41.55
18.087,750.7,7.59,89.51,23.5,47.92,2.85,41.57
18.087,750.68,7.59,89.49,23.38,47.91,2.87,41.36
18.086,750.66,7.59,89.47,23.34,47.91,2.89,41.5
18.086,750.64,7.59,89.46,23.25,47.93,2.91,41.55
18.085,750.6,7.59,89.45,23.28,47.93,2.92,41.62
18.084,750.57,7.59,89.44,23.29,47.95,2.92,41.07
18.085,750.71,7.59,89.44,23.28,47.92,2.94,41.18
18.085,750.77,7.59,89.44,23.35,47.91,2.98,41.3
18.086,750.79,7.59,89.43,23.46,47.9,2.99,40.97
18.087,750.92,7.59,89.43,23.55,47.89,3.02,41.27
18.088,750.97,7.59,89.44,24.11,47.9,3.01,41.11
18.092,751.15,7.59,89.45,23.2,47.88,2.99,40.97
18.093,751,7.59,89.45,23.23,47.91,2.98,41.12
18.095,751.09,7.59,89.46,23.41,47.9,2.95,41.05
18.096,751.1,7.59,89.47,23.47,47.88,2.95,40.84
18.096,751.15,7.59,89.47,23.65,47.88,2.97,40.73
18.095,751.13,7.59,89.47,23.59,47.89,2.96,40.78
18.094,751.1,7.59,89.46,23.55,47.9,2.94,40.79
18.091,751.18,7.59,89.41,23.53,47.93,2.86,40.91
18.088,751.53,7.58,89.39,23.73,47.93,2.92,40.84
18.083,751.62,7.58,89.35,23.7,47.88,2.95,40.64
18.083,751.28,7.58,89.32,23.64,47.93,2.95,40.62
18.083,751.29,7.58,89.31,23.58,47.93,2.95,40.58
18.083,751.29,7.58,89.3,23.57,47.95,2.93,40.83
18.083,751.16,7.58,89.3,23.66,47.95,2.93,40.49
18.083,751.01,7.58,89.3,23.79,47.93,2.95,40.71
18.083,751.15,7.58,89.29,23.9,47.92,2.96,40.57
18.083,751.25,7.58,89.29,24,47.92,2.95,40.57
18.084,751.38,7.58,89.3,23.96,47.91,2.94,40.53
18.084,751.44,7.58,89.3,23.97,47.9,2.92,40.72
18.085,751.64,7.58,89.3,24.02,47.87,2.88,40.5
18.091,752.19,7.58,89.34,24.07,47.8,2.91,40.4
18.091,751.87,7.58,89.35,23.87,47.85,2.95,40.4
18.091,751.83,7.58,89.35,23.84,47.85,2.96,40.38
18.091,751.75,7.58,89.34,23.74,47.87,2.99,40.44
18.089,751.79,7.58,89.32,23.81,47.93,3.1,40.5
18.089,751.85,7.58,89.31,23.84,47.93,3.11,40.39
18.088,751.9,7.58,89.31,23.92,47.93,3.12,40.27
18.087,752,7.58,89.31,23.93,47.91,3.12,40.38
18.087,752.09,7.58,89.3,23.96,47.92,3.13,40.41
18.086,752.15,7.58,89.29,23.94,47.91,3.13,40.43
18.085,752.19,7.58,89.29,24.01,47.9,3.14,40.11
18.084,752.4,7.58,89.28,24.02,47.9,3.12,40.53
18.084,752.34,7.58,89.28,24.07,47.92,3.12,40.1
18.084,752.36,7.58,89.28,24.02,47.9,3.11,40.45
18.085,752.37,7.58,89.28,23.94,47.92,3.12,40.25
18.085,752.29,7.59,89.28,23.85,47.92,3.11,40.19
18.086,752.17,7.59,89.28,23.9,47.93,3.11,40.3
18.087,752.11,7.59,89.29,23.81,47.93,3.11,40.57
18.087,752,7.59,89.29,23.76,47.92,3.12,40.26
18.088,751.94,7.59,89.3,23.72,47.92,3.1,40.48
18.089,751.82,7.59,89.31,23.65,47.92,3.09,40.35
18.09,751.69,7.59,89.32,23.57,47.92,3.09,40.11
18.091,751.64,7.59,89.33,23.58,47.92,3.09,40.29
18.092,751.52,7.59,89.33,23.46,47.93,3.07,40.42
18.099,751.29,7.59,89.4,23.1,48.05,3.01,39.99
18.105,751.29,7.59,89.46,22.66,48.13,2.95,40.02
18.095,751.33,7.59,89.43,22.95,48.15,2.92,40.11
18.09,751.76,7.59,89.35,23.01,48.14,2.91,40.08
18.091,751.86,7.59,89.34,22.97,48.14,2.92,40.06
18.091,752.01,7.59,89.33,22.82,48.15,2.9,40.14
18.092,752.06,7.59,89.33,22.71,48.14,2.88,40.22
18.091,751.98,7.59,89.33,22.69,48.14,2.88,39.88
18.091,751.83,7.59,89.32,22.73,48.14,2.86,40.11
18.091,751.82,7.59,89.32,22.78,48.14,2.84,40.21
18.091,751.89,7.59,89.32,22.86,48.13,2.84,39.85
18.092,751.92,7.59,89.32,22.82,48.11,2.84,39.82
18.091,751.93,7.59,89.32,22.84,48.1,2.87,39.89
18.091,751.89,7.59,89.32,22.83,48.09,2.89,39.91
18.09,751.85,7.59,89.31,22.93,48.06,2.89,39.99
18.089,751.76,7.59,89.3,23.18,48.03,2.9,40.26
18.088,751.74,7.59,89.28,23.34,47.98,2.92,40.27
18.087,751.66,7.59,89.26,23.43,47.95,2.93,40.29
18.084,751.73,7.59,89.22,23.53,47.91,2.92,40.29
18.081,751.58,7.59,89.18,23.57,47.89,2.89,40.47
18.08,751.47,7.59,89.13,22.64,47.87,2.86,40.72
18.079,751.48,7.59,89.1,23.42,47.85,2.87,40.32
18.078,751.53,7.58,89.06,23.45,47.85,2.85,40.59
18.079,751.67,7.58,89.01,23.44,47.86,2.85,40.72
18.079,751.7,7.58,89,23.42,47.85,2.86,40.67
18.079,751.66,7.58,88.99,23.47,47.86,2.84,40.42
18.078,751.55,7.58,88.98,23.56,47.85,2.87,40.77
18.078,751.49,7.58,88.97,23.59,47.85,2.88,40.69
18.078,751.39,7.58,88.97,23.68,47.84,2.92,40.48
18.078,751.39,7.58,88.97,23.66,47.83,2.93,40.83
18.077,751.26,7.58,88.98,23.66,47.82,2.94,40.27
18.077,751.29,7.58,88.98,23.76,47.83,2.95,40.66
18.078,751.38,7.58,88.99,23.78,47.84,2.96,40.4
18.08,751.4,7.58,89,23.58,47.84,2.95,40.65
18.081,751.26,7.58,89.02,23.38,47.84,2.94,40.42
18.083,751.11,7.58,89.04,23.27,47.86,2.92,40.53
18.084,750.92,7.59,89.06,23.19,47.85,2.98,40.38
18.086,750.81,7.59,89.07,23.24,47.86,2.98,40.32
18.087,750.68,7.59,89.07,23.07,47.88,3,40.53
18.088,750.51,7.59,89.06,23.04,47.89,2.96,40.78
18.088,750.92,7.59,88.95,22.92,47.96,2.86,40.74
18.089,751.64,7.58,88.91,22.47,48.06,2.8,40.61
18.091,752.24,7.58,88.92,22.06,48.16,2.76,40.73
18.099,752.02,7.58,88.95,21.39,48.3,2.78,40.65
18.102,751.68,7.58,88.96,21.25,48.33,2.8,40.78
18.105,751.4,7.58,88.97,21.24,48.31,2.82,40.73
18.107,751.28,7.58,88.98,21.32,48.29,2.83,40.68
18.107,751.33,7.58,88.98,21.44,48.26,2.85,40.64
18.106,751.25,7.58,88.97,21.74,48.21,2.87,40.68
18.103,751.58,7.58,88.95,21.96,48.19,2.88,40.56
18.091,752.1,7.58,88.86,22.71,48.14,2.91,40.61
18.086,752.31,7.58,88.8,22.83,48.11,2.93,40.57
18.081,752.41,7.58,88.74,22.93,48.06,2.94,40.45
18.076,752.4,7.58,88.67,22.86,48.05,2.94,40.49
18.072,752.51,7.58,88.61,22.8,48.05,2.94,40.61
18.07,752.49,7.58,88.55,22.67,48.09,2.95,40.26
18.069,752.49,7.58,88.5,22.5,48.13,2.94,40.42
18.068,752.51,7.58,88.46,22.32,48.15,2.96,40.47
18.066,752.64,7.58,88.42,22.26,48.15,2.95,40.58
18.065,752.59,7.58,88.39,22.11,48.18,2.94,40.2
18.065,752.66,7.58,88.35,22.05,48.25,2.92,40.3
18.067,752.46,7.58,88.33,21.79,48.33,2.92,40.62
18.07,752.45,7.58,88.31,21.57,48.41,2.91,40.5
18.074,752.31,7.58,88.31,21.35,48.44,2.9,40.52
18.078,752.18,7.58,88.32,21.33,48.45,2.93,40.41
18.08,752.05,7.58,88.32,21.4,48.42,2.96,39.96
18.081,751.95,7.58,88.32,21.54,48.39,2.98,40.41
18.08,751.74,7.58,88.32,21.75,48.36,3,40.23
18.077,751.65,7.58,88.31,22.06,48.32,2.98,40.18
18.073,751.41,7.58,88.28,22.48,48.25,2.97,40.18
18.068,751.38,7.58,88.25,22.78,48.2,2.95,40.19
18.066,751.31,7.58,88.22,23.04,48.12,2.94,40.18
18.066,751.24,7.57,88.19,23.07,48.07,2.92,40.23
18.066,751.15,7.57,88.18,23.08,48.03,2.91,40.14
18.067,751.1,7.57,88.17,22.99,48.02,2.9,40.09
18.068,750.98,7.57,88.16,22.95,48.03,2.9,40.17
18.069,751.03,7.57,88.15,23,48.04,2.91,40.32
18.065,750.88,7.57,88.11,23.31,48.03,2.97,39.93
18.063,750.93,7.57,87.96,23.47,48.01,2.94,40.32
18.064,751.02,7.57,87.97,23.4,48.01,2.92,39.82
18.064,750.97,7.57,87.97,23.4,48.01,2.93,40.37
18.065,750.98,7.57,87.98,23.37,48,2.92,40.19
18.065,751.01,7.57,87.98,23.39,48.01,2.93,40.17
18.066,750.93,7.57,87.98,23.37,48.01,2.94,40.11
18.066,750.84,7.57,87.99,23.32,48,2.96,40.06
18.066,750.81,7.57,87.99,23.37,48.01,2.98,40.14
18.066,750.77,7.57,88,23.34,48,2.98,40.02
18.067,750.76,7.57,88,23.33,47.97,2.97,40.25
18.067,750.78,7.57,88.01,23.24,47.96,2.98,40.31
18.068,750.71,7.57,88.01,23.28,47.94,2.98,40.07
18.068,750.66,7.57,88.01,23.22,47.92,3,40.15
18.069,750.57,7.57,88.01,23.29,47.91,2.99,40.27
18.07,750.62,7.57,88.02,23.26,47.91,3.01,40.13
18.07,750.59,7.57,88.02,23.28,47.91,3.02,39.98
18.071,750.44,7.57,88.03,23.35,47.91,3.03,40.18
18.073,750.39,7.57,88.03,23.32,47.9,3.03,40.52
18.074,750.3,7.57,88.04,23.24,47.92,3.04,40.31
18.076,750.3,7.57,88.05,23.21,47.91,3.05,40.22
18.077,750.29,7.57,88.05,23.22,47.91,3.05,40.06
18.079,750.18,7.57,88.06,23.26,47.9,3.05,40.11
18.081,750.06,7.57,88.07,23.2,47.9,3.07,40.04
18.083,750.03,7.57,88.08,23.14,47.87,3.06,40.08
18.084,750.02,7.57,88.09,23.15,47.87,3.07,39.96
18.086,750.01,7.57,88.09,23.14,47.87,3.05,40
18.088,750.01,7.57,88.1,23.05,47.86,3.04,39.94
18.091,749.96,7.57,88.11,23.03,47.89,3.04,40.08
18.093,749.98,7.57,88.12,22.99,47.91,3.03,40.37
18.095,750,7.57,88.14,22.91,47.92,3.04,39.91
18.097,750.04,7.57,88.15,22.92,47.94,3.03,40.06
18.099,750.11,7.57,88.17,22.89,47.95,3.03,40.08
18.104,750.11,7.57,88.2,22.84,47.98,3.02,39.86
18.106,750.16,7.57,88.21,22.76,48,3.01,39.92
18.111,750.2,7.57,88.24,22.68,48.03,3,40.11
18.113,750.23,7.57,88.26,22.6,48.05,3,39.83
18.116,750.16,7.58,88.27,22.54,48.04,3,39.88
18.12,750.2,7.58,88.3,22.46,48.08,2.99,40.19
18.122,750.25,7.58,88.32,22.38,48.11,3,39.98
18.125,750.25,7.58,88.34,22.35,48.13,3,39.87
18.127,750.29,7.58,88.35,22.4,48.16,2.99,40.15
18.13,750.35,7.58,88.37,22.4,48.17,2.99,40.05
18.132,750.39,7.58,88.38,22.28,48.19,3.02,39.95
18.134,750.42,7.58,88.4,22.34,48.2,3.01,39.77
18.135,750.43,7.58,88.41,22.28,48.21,3.01,40.02
18.137,750.53,7.58,88.43,22.26,48.21,3.02,40.11
18.137,750.56,7.58,88.45,22.3,48.2,3.04,39.71
18.136,750.62,7.58,88.45,22.47,48.18,3.04,39.78
18.133,750.67,7.58,88.45,22.62,48.16,3.06,39.69
18.129,750.53,7.58,88.45,22.72,48.13,3.08,39.68
18.125,750.51,7.58,88.43,22.8,48.1,3.1,39.94
18.122,750.58,7.58,88.42,23.03,48.05,3.11,39.91
18.121,750.57,7.58,88.4,23.25,48,3.14,39.94
18.12,750.58,7.58,88.39,23.34,47.97,3.15,40.05
18.12,750.6,7.58,88.38,23.44,47.93,3.16,39.71
18.12,750.71,7.58,88.38,23.51,47.89,3.17,39.81
18.122,750.9,7.58,88.39,23.58,47.87,3.16,39.61
18.125,750.95,7.58,88.4,23.6,47.84,3.16,39.95
18.13,751.02,7.58,88.43,23.58,47.85,3.17,39.89
18.134,751.03,7.58,88.45,23.55,47.86,3.18,39.93
18.142,751.1,7.58,88.49,23.46,47.89,3.18,39.93
18.145,751.09,7.58,88.52,23.4,47.89,3.18,39.95
18.152,751.01,7.58,88.58,23.36,47.9,3.21,39.51
18.157,750.92,7.58,88.63,23.26,47.91,3.21,39.67
18.161,750.76,7.58,88.68,23.16,47.91,3.23,39.62
18.162,750.86,7.58,88.71,23.18,47.92,3.24,39.88
18.155,751,7.58,88.73,23.76,47.92,3.25,39.71
18.167,750.52,7.58,88.77,24.48,47.76,3.18,39.77
18.18,750.57,7.58,88.87,23.54,47.76,3.2,39.72
18.185,750.39,7.58,88.94,23.58,47.77,3.22,39.82
18.186,750.3,7.58,88.95,23.64,47.77,3.24,39.79
18.187,750.28,7.58,88.97,23.69,47.78,3.25,39.54
18.189,750.2,7.58,88.98,23.73,47.79,3.28,40.14
18.191,750.19,7.58,89,23.72,47.78,3.29,39.72
18.194,750.2,7.58,89.02,23.74,47.78,3.3,39.68
18.196,750.2,7.58,89.04,23.82,47.77,3.28,39.75
18.199,750.23,7.58,89.07,23.83,47.77,3.27,39.5
18.202,750.11,7.58,89.09,23.82,47.77,3.29,39.72
18.205,750.22,7.58,89.11,23.75,47.75,3.3,39.54
18.209,750.11,7.58,89.14,23.77,47.75,3.35,39.72
18.211,750.01,7.58,89.17,23.78,47.77,3.36,39.53
18.214,750.01,7.58,89.18,23.88,47.78,3.36,39.53
18.217,750,7.58,89.2,23.6,47.77,3.38,39.4
18.218,750,7.58,89.21,23.76,47.77,3.37,39.77
18.219,749.99,7.58,89.22,23.82,47.78,3.32,39.26
18.22,749.98,7.58,89.23,23.69,47.79,3.29,39.54
18.222,750.02,7.58,89.23,23.7,47.81,3.27,39.4
18.224,750.09,7.58,89.23,23.73,47.81,3.25,39.18
18.226,750.05,7.58,89.24,23.63,47.81,3.24,39.66
18.229,750.04,7.58,89.25,23.64,47.81,3.23,39.27
