temp,spCond,pH,ODO,turb,fDOM,CHL,NO3
18.278,601.29,7.69,99.23,20.99,45.53,3.73,54.14
18.276,601.04,7.69,99.21,20.93,45.53,3.73,54.05
18.275,600.85,7.69,99.2,20.96,45.52,3.71,54.02
18.274,600.75,7.69,99.18,20.91,45.49,3.69,54.12
18.274,600.7,7.69,99.18,20.82,45.48,3.69,54.13
18.274,600.58,7.69,99.18,20.87,45.49,3.69,54.07
18.274,600.5,7.69,99.18,20.89,45.48,3.69,54.27
18.275,600.55,7.69,99.19,20.77,45.49,3.66,54
18.276,600.46,7.69,99.19,20.74,45.49,3.69,54.26
18.276,600.35,7.69,99.2,20.65,45.5,3.71,53.99
18.276,600.26,7.69,99.2,20.62,45.51,3.71,54.14
18.277,600.06,7.69,99.21,20.6,45.49,3.72,54.06
18.277,599.82,7.69,99.22,20.64,45.49,3.74,53.91
18.276,599.46,7.69,99.23,20.65,45.48,3.75,53.93
18.275,599.38,7.69,99.22,20.68,45.48,3.73,54.06
18.274,599.22,7.69,99.22,20.77,45.46,3.71,54.09
18.274,599.08,7.69,99.22,20.82,45.43,3.72,54.07
18.273,598.74,7.69,99.22,20.71,45.41,3.71,54.29
18.272,598.12,7.69,99.22,20.72,45.4,3.73,54.01
18.272,597.42,7.69,99.23,20.72,45.4,3.73,54.19
18.277,596.71,7.69,99.3,20.68,45.38,3.69,54
18.277,596.02,7.69,99.35,20.51,45.37,3.71,54.33
18.274,595.34,7.69,99.37,20.59,45.29,3.77,54.45
18.274,595.07,7.69,99.38,20.78,45.26,3.68,54.36
18.275,594.91,7.69,99.39,20.86,45.2,3.68,54.24
18.276,594.77,7.7,99.41,20.88,45.18,3.69,54.1
18.277,594.5,7.7,99.42,20.98,45.15,3.68,54.1
18.278,594.28,7.7,99.44,20.96,45.1,3.69,54.27
18.279,593.93,7.7,99.46,21,45.1,3.7,54.22
18.28,593.71,7.7,99.48,20.95,45.07,3.7,54.23
18.28,593.68,7.7,99.51,20.95,45.06,3.68,54.42
18.282,593.54,7.7,99.53,20.88,45.06,3.68,54.47
18.283,593.29,7.7,99.56,20.75,45.08,3.68,54.27
18.285,593.09,7.7,99.58,20.64,45.08,3.68,54.53
18.288,592.84,7.7,99.61,20.55,45.1,3.69,54.41
18.291,592.73,7.7,99.64,20.57,45.1,3.7,54.3
18.3,591.82,7.7,99.76,20.39,45.1,3.73,54.29
18.302,591.57,7.7,99.8,20.36,45.1,3.76,54.35
18.304,591.25,7.7,99.84,20.45,45.11,3.77,54.43
18.304,590.95,7.7,99.87,20.52,45.08,3.81,54.45
18.304,590.71,7.7,99.9,20.5,45.06,3.84,54.27
18.304,590.48,7.7,99.91,20.57,45.06,3.85,54.39
18.302,590.14,7.7,99.92,20.61,45.06,3.85,54.16
18.3,589.79,7.7,99.92,20.65,45.05,3.84,54.35
18.298,589.61,7.7,99.92,20.67,45.04,3.82,54.08
18.296,589.44,7.7,99.91,20.77,45.02,3.83,54.43
18.295,589.23,7.7,99.89,20.77,45,3.85,54.19
18.294,588.97,7.7,99.89,20.79,44.98,3.84,54.41
18.294,588.75,7.7,99.89,20.8,44.97,3.83,54.19
18.296,588.56,7.7,99.89,20.74,44.94,3.85,54.4
18.297,588.08,7.7,99.93,20.8,44.92,3.84,54.06
18.297,587.8,7.7,99.95,20.73,44.91,3.83,54.18
18.297,587.56,7.7,99.96,20.66,44.89,3.85,54.17
18.297,587.42,7.7,99.97,20.7,44.92,3.84,54.37
18.298,584.74,7.71,100.1,20.24,44.88,3.87,53.85
18.299,584.68,7.71,100.1,20.15,44.89,3.87,54.01
18.299,584.57,7.71,100.11,20.13,44.88,3.88,54.03
18.301,584.38,7.71,100.11,19.44,44.9,3.89,53.95
18.301,584.29,7.71,100.12,19.93,44.9,3.89,53.9
18.302,584.22,7.71,100.13,19.9,44.91,3.9,54.13
18.303,584.11,7.71,100.14,20.29,44.9,3.9,53.94
18.303,583.96,7.71,100.15,20.17,44.9,3.88,53.87
18.304,583.86,7.71,100.16,20.08,44.91,3.88,53.77
18.305,583.71,7.71,100.16,20.04,44.92,3.88,53.93
18.305,583.62,7.71,100.17,19.94,44.92,3.87,53.89
18.306,583.51,7.71,100.18,19.98,44.91,3.85,54.2
18.307,583.41,7.71,100.19,19.96,44.91,3.83,53.83
18.308,583.24,7.71,100.21,19.96,44.9,3.81,53.88
18.309,583.13,7.71,100.22,19.96,44.92,3.8,53.97
18.311,583,7.71,100.24,19.87,44.93,3.77,53.82
18.312,582.86,7.71,100.25,19.86,44.92,3.77,53.83
18.314,582.74,7.71,100.27,19.9,44.92,3.77,53.83
18.316,582.58,7.71,100.29,19.95,44.9,3.78,54.02
18.318,582.46,7.71,100.31,19.97,44.89,3.76,53.72
18.319,582.35,7.71,100.33,19.96,44.87,3.76,53.81
18.319,582.2,7.71,100.34,19.96,44.85,3.77,53.9
18.32,582.03,7.71,100.36,20.02,44.83,3.78,53.78
18.32,581.83,7.71,100.38,20.05,44.83,3.79,53.64
18.32,581.62,7.71,100.41,20.16,44.79,3.8,53.5
18.319,581.49,7.71,100.42,20.17,44.78,3.81,53.47
18.319,581.37,7.71,100.42,20.2,44.76,3.8,53.74
18.318,581.27,7.71,100.43,20.27,44.74,3.79,53.39
18.316,581.12,7.71,100.44,20.26,44.74,3.78,53.79
18.315,580.99,7.71,100.44,20.29,44.72,3.78,53.42
18.313,580.87,7.71,100.44,20.31,44.7,3.8,53.42
18.312,580.74,7.71,100.45,20.3,44.7,3.8,53.55
18.312,580.69,7.71,100.45,20.27,44.67,3.8,53.61
18.311,580.6,7.71,100.46,20.24,44.66,3.8,53.23
18.311,580.56,7.71,100.47,20.23,44.65,3.82,53.63
18.311,580.51,7.71,100.47,20.18,44.64,3.82,53.58
18.31,580.41,7.71,100.48,20.22,44.62,3.82,53.2
18.31,580.32,7.71,100.48,20.21,44.62,3.84,53.48
18.31,580.25,7.71,100.49,20.23,44.6,3.86,53.3
18.31,580.18,7.71,100.49,20.22,44.6,3.88,53.17
18.31,580.07,7.71,100.5,20.27,44.58,3.9,53.45
18.31,579.99,7.71,100.51,20.32,44.57,3.9,53.44
18.309,579.94,7.71,100.52,20.37,44.56,3.91,53.32
18.309,579.88,7.71,100.53,20.4,44.55,3.92,53.3
18.31,579.83,7.71,100.54,20.6,44.54,3.92,53.54
18.31,579.73,7.71,100.54,20.64,44.53,3.92,53.09
18.31,579.63,7.71,100.55,20.68,44.53,3.91,53.29
18.311,579.54,7.72,100.56,20.74,44.5,3.92,53.38
18.311,579.41,7.72,100.57,20.76,44.48,3.91,53.23
18.313,579.25,7.72,100.59,20.75,44.47,3.89,53.05
18.313,579.17,7.72,100.6,20.78,44.47,3.87,53.05
18.314,578.94,7.72,100.63,20.8,44.46,3.87,53.16
18.314,578.8,7.72,100.65,20.66,44.46,3.87,53.08
18.315,578.4,7.72,100.68,20.82,44.43,3.88,53
18.313,577.88,7.72,100.7,20.73,44.44,3.97,52.97
18.317,577.17,7.72,100.78,20.62,44.41,3.98,52.77
18.324,576.03,7.72,100.94,20.65,44.39,3.98,52.61
18.327,575.35,7.72,101.04,20.5,44.34,3.97,52.22
18.327,574.64,7.72,101.13,20.12,44.33,4.01,52.25
18.328,574.55,7.72,101.15,20.09,44.35,3.99,52.15
18.328,574.38,7.72,101.18,20.04,44.34,3.99,52.07
18.329,574.18,7.72,101.2,19.99,44.35,3.98,51.89
18.331,573.89,7.72,101.22,19.94,44.35,3.96,51.96
18.332,573.55,7.72,101.23,19.89,44.34,3.96,52.1
18.332,573.22,7.73,101.26,19.95,44.32,3.95,51.63
18.331,572.74,7.73,101.28,20.01,44.29,3.96,51.98
18.329,572.32,7.73,101.29,20.09,44.25,3.97,51.56
18.328,572.09,7.73,101.29,20.12,44.24,3.98,51.62
18.327,571.86,7.73,101.31,20.08,44.22,3.97,51.5
18.325,571.58,7.73,101.32,20.2,44.19,3.96,51.36
18.325,571.31,7.73,101.33,20.25,44.16,3.97,51.09
18.325,571.05,7.73,101.34,20.24,44.13,3.98,51.1
18.325,570.87,7.73,101.35,20.13,44.09,3.99,51.26
18.326,570.69,7.73,101.36,20.09,44.08,4.01,51.36
18.327,570.4,7.73,101.38,20.04,44.09,4.03,51.18
18.326,570.11,7.73,101.39,20.02,44.08,4.01,51.12
17.105,457.45,7.73,98.04,19.86,43.7,2.07,51.18
15.938,336.11,7.85,98.62,19.14,42.58,1.75,51.16
15.645,316.42,7.87,98.97,18.18,41.22,1.73,50.46
15.404,293.28,7.87,99.07,17.12,39.65,1.57,49.48
15.332,281.03,7.86,99.48,16.19,38.12,1.56,35.88
15.374,280.8,7.84,100.05,15.25,36.53,1.54,27.93
15.296,213.14,7.84,100.12,14.17,34.59,1.44,25.29
15.194,204.03,7.84,100.18,13.12,32.71,1.33,24.21
15.118,204.79,7.83,100.32,12.6,30.83,1.23,20.77
15.028,209.65,7.83,100.74,12.52,29.16,1.18,19.53
14.969,215.54,7.82,101.18,12.51,28.23,1.12,19.77
14.894,217.54,7.81,101.44,12.35,27.61,1.12,20.1
14.808,215.86,7.81,101.64,12.14,27.14,1.1,19.84
14.772,212.77,7.8,101.98,12,26.74,1.06,19.77
14.745,210.04,7.79,102.27,11.95,26.31,1.02,18.75
14.725,208.46,7.78,102.5,11.89,26.09,1,18.94
14.7,206.3,7.77,102.69,11.89,26.07,0.98,18.62
14.677,204.13,7.76,102.86,11.79,26.09,0.99,17.72
14.677,204.41,7.75,103.06,11.81,26.11,1.02,18.04
14.699,206.84,7.73,103.29,11.85,26.09,1.07,19.03
14.742,211.45,7.72,103.53,11.91,26.09,1.1,19.3
14.783,215.85,7.72,103.71,12.05,26.14,1.11,19.03
14.802,218.15,7.71,103.78,11.99,26.22,1.11,19.5
14.657,205.16,7.68,103.46,11.73,26,0.96,18.95
14.402,178.89,7.67,103.27,11.32,24.98,0.8,15.85
14.363,174.31,7.66,103.65,11.13,24.42,0.82,15.75
14.442,182.58,7.64,104.16,11.33,24.55,0.92,16.67
14.465,185.07,7.63,104.22,11.33,24.67,0.92,16.79
14.489,187.5,7.63,104.26,11.38,24.8,0.93,16.78
14.511,189.83,7.62,104.29,11.43,24.95,0.95,16.86
14.541,192.85,7.62,104.34,11.53,25.14,0.96,17.03
14.573,196.16,7.61,104.39,11.6,25.32,0.98,17.15
14.611,200.05,7.61,104.44,11.66,25.53,1.05,18.06
14.707,209.51,7.6,104.56,11.82,25.93,1.13,18.41
14.379,177.3,7.62,103.61,10.67,25.07,0.82,16.18
14.351,174.38,7.62,103.68,10.61,24.78,0.83,15.79
14.342,173.38,7.62,103.73,10.6,24.67,0.82,15.75
14.333,172.69,7.62,103.78,10.6,24.57,0.82,15.48
14.327,172.04,7.62,103.83,10.6,24.5,0.82,15.46
14.321,171.49,7.62,103.88,10.61,24.43,0.81,15.53
14.315,170.91,7.62,103.92,10.54,24.36,0.81,15.3
14.309,170.42,7.62,103.95,10.48,24.32,0.81,15.22
14.303,169.81,7.62,103.98,10.49,24.28,0.8,15.2
14.296,169.24,7.62,104,10.52,24.23,0.8,15.22
14.29,168.63,7.62,104.02,10.54,24.2,0.78,15.06
14.284,168.13,7.62,104.04,10.46,24.16,0.78,15.03
14.278,167.58,7.61,104.05,10.39,24.13,0.76,15.25
14.274,167.03,7.61,104.06,10.42,24.09,0.77,15.28
14.268,166.56,7.61,104.07,10.38,24.07,0.77,15.01
14.266,166.29,7.61,104.08,10.35,24.03,0.77,14.99
14.258,165.51,7.61,104.09,10.29,24.01,0.75,14.92
14.253,164.91,7.61,104.09,10.27,23.99,0.74,15.05
14.247,164.41,7.61,104.1,10.25,23.98,0.74,14.95
14.243,163.91,7.61,104.11,10.23,23.96,0.73,14.7
14.24,163.61,7.6,104.12,10.19,23.95,0.73,14.83
14.238,163.31,7.6,104.17,10.24,23.93,0.72,14.58
14.242,163.55,7.6,104.2,10.24,23.95,0.72,14.67
14.249,164.28,7.6,104.23,10.26,23.96,0.72,14.47
14.258,165.03,7.6,104.27,10.32,23.98,0.73,14.53
14.267,166.05,7.59,104.31,10.36,24.01,0.74,14.65
14.279,167.06,7.59,104.34,10.34,24.06,0.77,14.72
14.296,168.63,7.59,104.4,10.41,24.11,0.79,14.78
14.311,170.37,7.59,104.44,10.41,24.15,0.81,14.78
14.325,171.65,7.59,104.47,10.44,24.2,0.81,15.34
14.336,172.88,7.59,104.48,10.4,24.26,0.82,15.53
14.347,173.8,7.59,104.5,10.36,24.28,0.83,15.64
14.354,174.67,7.59,104.5,10.37,24.32,0.83,15.8
14.363,175.39,7.59,104.51,10.39,24.34,0.82,15.85
14.367,175.87,7.58,104.5,10.41,24.36,0.82,15.78
14.37,176.11,7.58,104.48,10.4,24.4,0.8,15.83
14.371,176.31,7.58,104.46,10.39,24.45,0.8,15.85
14.376,176.7,7.58,104.45,10.35,24.49,0.78,15.74
14.378,176.98,7.58,104.44,10.34,24.55,0.77,15.79
14.381,177.26,7.58,104.42,10.37,24.59,0.77,15.67
14.377,177.06,7.58,104.37,10.37,24.67,0.79,15.49
14.378,177.17,7.58,104.37,10.33,24.69,0.8,15.45
14.382,177.65,7.58,104.37,10.38,24.72,0.81,15.43
14.389,178.27,7.58,104.37,10.46,24.75,0.83,15.63
14.396,179.22,7.58,104.39,10.51,24.77,0.85,15.78
14.479,187.94,7.58,104.51,10.73,25.1,0.93,16.41
14.528,192.98,7.57,104.49,10.97,25.41,0.94,17.06
14.548,195.15,7.58,104.4,11.21,25.62,0.97,17.34
14.549,195.33,7.58,104.4,11.19,25.63,0.97,17.35
14.55,195.37,7.58,104.38,11.15,25.64,0.97,17.4
14.55,195.38,7.58,104.37,11.17,25.65,0.96,17.4
14.55,195.35,7.58,104.36,11.17,25.63,0.96,17.42
14.548,195.3,7.58,104.35,11.15,25.64,0.96,17.32
14.545,195.06,7.58,104.33,11.1,25.64,0.96,17.39
14.544,194.95,7.58,104.32,11.12,25.65,0.95,17.21
14.543,194.87,7.58,104.31,11.06,25.66,0.96,17.22
14.547,195.12,7.58,104.31,11.1,25.69,0.96,17.17
14.551,195.43,7.58,104.32,11.13,25.71,0.96,17.17
14.562,196.43,7.58,104.35,11.1,25.74,0.97,17.41
14.577,197.82,7.58,104.38,11.13,25.78,0.98,17.33
14.595,199.4,7.58,104.42,11.11,25.83,1.01,17.61
14.613,201.26,7.58,104.45,11.18,25.89,1.01,17.67
14.631,202.99,7.58,104.47,11.21,25.97,1.03,17.81
14.647,204.54,7.58,104.49,11.21,26.06,1.04,18.08
14.662,206.02,7.58,104.49,11.25,26.17,1.07,18.4
14.675,207.35,7.58,104.49,11.32,26.26,1.1,18.39
14.684,208.3,7.58,104.48,11.3,26.33,1.09,18.24
14.686,208.52,7.58,104.45,11.38,26.33,1.09,18.49
14.683,208.26,7.59,104.41,11.37,26.34,1.07,18.5
14.671,207.29,7.59,104.34,11.36,26.33,1.07,18.49
14.657,205.88,7.59,104.29,11.35,26.28,1.04,18.2
14.638,204.18,7.59,104.23,11.3,26.27,1.04,17.98
14.618,202.31,7.59,104.18,11.26,26.2,1.04,17.82
14.599,200.49,7.59,104.15,11.26,26.12,1.03,17.84
14.582,198.8,7.6,104.12,11.28,26.02,1.02,17.65
14.566,197.17,7.6,104.11,11.22,25.91,1,17.55
14.549,195.51,7.6,104.1,11.25,25.81,0.97,17.34
14.53,193.56,7.6,104.09,11.22,25.74,0.95,17.13
14.511,191.6,7.6,104.08,11.22,25.63,0.94,17.06
14.497,190.17,7.6,104.08,11.2,25.55,0.94,16.52
14.484,188.98,7.6,104.12,11.13,25.5,0.94,16.64
14.484,188.92,7.6,104.16,11.16,25.47,0.96,16.53
14.489,189.41,7.6,104.22,11.09,25.46,0.96,16.78
14.5,190.55,7.6,104.28,11.02,25.48,0.98,16.74
14.517,192.15,7.6,104.34,11,25.52,0.99,16.91
14.542,194.52,7.59,104.4,11.13,25.57,1,17.02
14.561,196.35,7.59,104.43,11.15,25.65,1.02,17.24
14.577,197.82,7.59,104.46,11.29,25.74,1.03,17.41
14.591,199.09,7.59,104.46,11.29,25.82,1.03,17.66
14.604,200.26,7.59,104.47,11.31,25.88,1.04,17.71
14.616,201.23,7.59,104.47,11.32,25.95,1.04,17.8
14.628,202.17,7.59,104.48,11.42,26.03,1.04,17.78
14.641,202.91,7.59,104.48,11.44,26.07,1.03,17.69
14.645,203.19,7.59,104.47,11.47,26.09,1.04,18.03
14.647,203.21,7.59,104.45,11.44,26.1,1.04,18
14.656,203.74,7.59,104.46,11.39,26.13,1.05,18.01
14.666,204.32,7.59,104.48,11.43,26.15,1.05,17.86
14.672,204.64,7.59,104.49,11.45,26.17,1.06,17.9
14.674,204.67,7.59,104.47,11.47,26.21,1.07,18
14.672,204.48,7.59,104.46,11.44,26.21,1.06,18.06
14.639,201.97,7.6,104.33,11.18,26.13,0.99,17.9
14.568,196.42,7.6,104.2,11.09,25.93,1,17.36
14.558,195.78,7.6,104.26,11.13,25.8,1,17.28
14.563,196.28,7.6,104.29,11.14,25.79,0.99,17.24
14.569,196.82,7.6,104.33,11.07,25.81,0.99,17.55
14.577,197.33,7.6,104.35,11.06,25.85,0.99,17.4
14.583,197.74,7.6,104.36,11.05,25.87,0.99,17.42
14.588,198.15,7.6,104.37,11.06,25.9,0.99,17.47
14.592,198.4,7.6,104.37,11.06,25.91,1,17.67
14.595,198.59,7.6,104.36,11.06,25.92,0.99,17.63
14.596,198.77,7.6,104.36,11.08,25.93,1.01,17.61
14.595,198.78,7.6,104.34,11.23,25.96,1.02,17.65
14.593,198.78,7.6,104.33,11.23,25.97,1.02,17.63
14.592,198.8,7.6,104.32,11.31,25.97,1.01,17.7
14.592,198.7,7.6,104.3,11.26,25.95,1.01,17.59
14.59,198.59,7.6,104.29,11.3,25.94,0.97,17.55
14.585,198.15,7.6,104.27,11.28,25.93,0.96,17.66
14.583,197.78,7.6,104.26,11.32,25.93,0.97,17.59
14.581,197.59,7.6,104.26,11.25,25.91,0.99,17.66
14.58,197.41,7.6,104.27,11.35,25.91,1,17.42
14.578,197.34,7.6,104.29,11.35,25.9,1.01,17.43
14.578,197.39,7.6,104.3,11.36,25.9,1.03,17.42
14.58,197.59,7.6,104.32,11.37,25.9,1.03,17.53
14.582,198.1,7.6,104.34,11.44,25.91,0.99,17.42
14.575,198.19,7.6,104.26,11.3,25.96,1.04,17.71
14.574,198.21,7.6,104.25,11.33,25.96,1.04,17.59
14.574,198.16,7.6,104.25,11.38,25.96,1.04,17.74
14.574,198.08,7.6,104.24,11.37,25.97,1.03,17.6
14.574,198.11,7.6,104.23,11.45,25.97,1.02,17.43
14.574,198.15,7.6,104.23,11.42,25.97,1,17.71
14.575,198.12,7.6,104.22,11.38,25.97,1.01,17.63
14.575,198.17,7.6,104.21,11.37,25.99,1.01,17.61
14.575,198.12,7.6,104.21,11.31,25.99,1.01,17.5
14.575,198.1,7.6,104.21,11.3,25.98,1.01,17.71
14.575,198.11,7.6,104.21,11.28,25.98,1.02,17.65
14.575,198.15,7.6,104.21,11.24,25.97,1.02,17.61
14.575,198.14,7.6,104.21,11.17,25.97,1.01,17.63
14.575,198.08,7.6,104.21,11.12,25.97,1.02,17.62
14.575,198.05,7.6,104.2,11.12,25.97,1.03,17.5
14.575,198.01,7.6,104.2,11.08,25.97,1.03,17.55
14.574,197.91,7.6,104.2,10.99,25.96,1.01,17.73
14.574,197.88,7.6,104.2,11,25.96,1.01,17.54
14.574,197.8,7.6,104.2,10.98,25.96,1.01,17.7
14.573,197.76,7.6,104.19,10.96,25.97,1,17.57
14.572,197.72,7.6,104.19,11.01,25.97,1.01,17.58
14.566,197.44,7.6,104.14,11.18,25.96,1.02,17.55
14.558,197.17,7.6,104.09,11.24,26,0.99,17.55
14.556,197.07,7.6,104.08,11.19,26.01,0.98,17.65
14.555,197,7.6,104.08,11.16,26.01,0.97,17.69
14.554,196.96,7.6,104.07,11.19,25.99,0.97,17.59
14.553,196.94,7.6,104.07,11.15,25.99,0.96,17.66
14.553,197.01,7.6,104.08,11.12,25.99,0.96,17.65
14.554,197,7.6,104.08,11.07,25.97,0.96,17.52
14.554,196.99,7.59,104.08,10.99,25.97,0.96,17.6
14.554,197,7.59,104.09,11,25.94,0.96,17.56
14.554,197.07,7.59,104.09,10.94,25.96,0.97,17.53
14.554,197.14,7.59,104.08,10.95,25.97,0.97,17.58
14.554,197.13,7.59,104.08,10.96,25.96,0.97,17.56
14.554,197.1,7.59,104.07,10.88,25.96,0.97,17.55
14.553,197.15,7.59,104.06,10.87,25.97,0.97,17.52
14.554,197.25,7.59,104.06,10.85,25.97,0.96,17.64
14.554,197.29,7.59,104.05,10.8,25.99,0.97,17.47
14.554,197.36,7.59,104.04,10.77,26,0.96,17.51
14.554,197.42,7.59,104.03,10.78,26.01,0.96,17.61
14.553,197.54,7.59,104.02,10.74,25.99,0.96,17.63
14.552,197.61,7.59,104.01,10.82,26,0.97,17.59
14.551,197.71,7.59,104.01,10.87,26.01,0.96,17.58
14.55,197.78,7.59,104,10.95,26.01,0.95,17.64
14.55,197.82,7.59,103.99,11.02,26.02,0.96,17.71
14.55,197.89,7.59,103.99,11.03,26.03,0.97,17.7
14.55,198.04,7.59,103.99,11.05,26.04,0.98,17.58
14.55,198.09,7.59,103.98,11.1,26.04,0.96,17.64
14.549,198.15,7.59,103.97,11.11,26.04,0.96,17.63
14.547,198.27,7.59,103.95,11.16,26.06,0.95,17.85
14.548,198.42,7.59,103.92,10.97,26.06,0.96,17.64
14.549,198.45,7.59,103.92,10.99,26.07,0.95,17.6
14.549,198.49,7.59,103.92,10.97,26.08,0.96,17.72
14.55,198.58,7.59,103.92,10.95,26.1,0.96,17.7
14.55,198.64,7.59,103.91,10.95,26.1,0.97,17.71
14.55,198.65,7.59,103.91,10.97,26.1,0.99,17.72
14.55,198.7,7.59,103.9,10.99,26.12,0.98,17.87
14.55,198.78,7.59,103.9,11.06,26.11,1.01,17.8
14.55,198.82,7.59,103.89,11.08,26.1,1,17.83
14.55,198.88,7.59,103.89,11.09,26.11,0.99,17.93
14.55,198.98,7.59,103.88,11.07,26.1,0.99,17.88
14.55,199.01,7.59,103.87,11.07,26.1,0.98,17.74
14.55,199.04,7.59,103.87,11.01,26.1,0.98,17.86
14.551,199.04,7.59,103.87,11.08,26.09,0.98,17.71
14.551,199.06,7.59,103.86,11.07,26.1,0.98,17.81
14.551,199.08,7.59,103.85,11.1,26.1,0.99,17.8
14.547,199.04,7.59,103.85,11.07,26.1,0.99,17.96
14.545,199.02,7.59,103.84,11.1,26.1,0.99,17.74
14.543,199.02,7.59,103.82,11.22,26.11,0.98,17.83
14.54,199.01,7.59,103.8,11.26,26.1,0.98,17.81
14.538,199.01,7.59,103.78,11.32,26.1,0.98,17.85
14.536,198.96,7.59,103.77,11.29,26.1,0.96,17.74
14.535,198.93,7.59,103.76,11.32,26.08,0.95,17.81
14.534,198.86,7.59,103.74,11.42,26.06,0.95,17.89
14.533,198.81,7.59,103.74,11.42,26.06,0.96,17.86
14.532,198.78,7.59,103.74,11.41,26.04,0.96,17.75
14.532,198.75,7.59,103.73,11.39,26.03,0.96,17.75
14.531,198.74,7.59,103.73,11.32,26.04,0.97,17.83
14.531,198.74,7.59,103.73,11.36,26.02,0.96,17.81
14.53,198.74,7.59,103.72,11.41,26.04,0.97,17.91
14.53,198.73,7.59,103.72,11.36,26.03,0.96,17.86
14.528,198.64,7.59,103.7,11.28,26.06,0.96,17.73
14.528,198.53,7.59,103.68,11,26.11,0.97,17.92
14.529,198.33,7.59,103.67,10.79,26.12,0.97,17.96
14.53,198.34,7.59,103.67,10.77,26.11,0.95,17.91
14.529,198.31,7.59,103.68,10.82,26.12,0.91,17.92
14.529,198.32,7.59,103.67,10.86,26.14,0.91,17.85
14.529,198.32,7.59,103.66,10.91,26.13,0.91,17.9
14.529,198.42,7.59,103.67,11.02,26.13,0.94,17.86
14.529,198.49,7.59,103.66,11.18,26.12,0.96,17.83
14.53,198.6,7.59,103.65,11.36,26.12,0.96,17.88
14.531,198.77,7.59,103.64,11.46,26.13,0.97,17.92
14.533,198.88,7.59,103.63,11.6,26.14,0.96,17.89
14.535,198.93,7.59,103.62,11.73,26.16,0.95,17.69
14.536,199.09,7.59,103.62,11.76,26.18,0.94,17.69
14.536,199.13,7.59,103.6,11.77,26.18,0.94,17.6
14.536,199.17,7.59,103.58,11.78,26.17,0.94,17.75
14.534,199.06,7.59,103.57,11.73,26.17,0.96,17.76
14.531,198.9,7.59,103.54,11.67,26.18,0.95,17.69
14.53,198.79,7.59,103.54,11.59,26.18,0.94,17.86
14.53,198.65,7.59,103.53,11.48,26.17,0.95,17.76
14.53,198.51,7.59,103.54,11.38,26.15,0.93,17.81
14.531,198.39,7.59,103.55,11.22,26.14,0.94,17.7
14.532,198.29,7.59,103.57,11.13,26.12,0.94,17.82
14.534,198.15,7.59,103.59,11.01,26.1,0.94,17.86
14.538,197.89,7.59,103.63,10.79,26.09,0.91,17.8
14.538,197.63,7.59,103.66,11.03,26.1,0.87,17.79
14.538,197.64,7.59,103.65,11.01,26.09,0.86,17.95
14.539,197.67,7.59,103.65,11.08,26.1,0.87,17.73
14.539,197.62,7.59,103.65,11.09,26.1,0.86,17.65
14.54,197.59,7.59,103.65,11.09,26.11,0.87,17.86
14.542,197.55,7.59,103.65,11.08,26.12,0.87,17.76
14.543,197.51,7.59,103.66,11.06,26.12,0.87,17.71
14.544,197.47,7.59,103.66,11.03,26.12,0.88,17.77
14.549,197.3,7.59,103.68,10.95,26.11,0.87,17.84
14.549,197.26,7.59,103.69,10.95,26.1,0.86,17.88
14.55,197.24,7.59,103.69,10.97,26.1,0.86,17.77
14.55,197.22,7.59,103.69,11.01,26.1,0.86,17.68
14.549,197.21,7.59,103.68,11,26.1,0.87,17.75
14.548,197.24,7.59,103.68,11.04,26.11,0.88,17.79
14.547,197.26,7.59,103.67,11,26.11,0.88,17.85
14.538,197.39,7.59,103.59,11.26,26.15,0.89,17.53
14.537,197.37,7.59,103.58,11.28,26.15,0.87,17.74
14.537,197.35,7.59,103.58,11.34,26.16,0.87,17.77
14.54,197.3,7.59,103.54,11.35,26.23,0.85,17.72
14.539,197.33,7.58,103.49,11.38,26.24,0.87,17.74
14.539,197.34,7.58,103.48,11.32,26.23,0.86,17.62
14.538,197.35,7.58,103.48,11.32,26.23,0.87,17.73
14.537,197.34,7.58,103.47,11.29,26.24,0.88,17.79
14.537,197.35,7.58,103.47,11.27,26.23,0.88,17.76
14.536,197.36,7.58,103.46,11.24,26.22,0.88,17.6
14.536,197.36,7.58,103.46,11.21,26.21,0.88,17.89
14.535,197.36,7.58,103.46,11.21,26.21,0.88,17.79
14.535,197.34,7.58,103.45,11.19,26.21,0.87,17.89
14.535,197.32,7.58,103.45,11.17,26.2,0.88,17.9
14.535,197.33,7.58,103.45,11.16,26.19,0.87,17.84
14.535,197.34,7.58,103.44,11.16,26.2,0.89,17.77
14.535,197.35,7.58,103.44,11.12,26.18,0.9,17.77
14.535,197.32,7.58,103.44,11.13,26.18,0.89,17.82
14.535,197.32,7.58,103.44,11.11,26.18,0.88,17.55
14.536,197.3,7.58,103.43,11.15,26.19,0.87,17.83
14.537,197.31,7.58,103.42,11.22,26.21,0.87,17.81
14.538,197.29,7.58,103.42,11.14,26.23,0.87,17.68
14.539,197.3,7.58,103.41,11.14,26.22,0.86,17.74
14.54,197.32,7.58,103.41,11.14,26.22,0.85,17.84
14.542,197.28,7.58,103.4,11.12,26.23,0.85,17.77
14.543,197.25,7.58,103.4,11.08,26.24,0.84,17.64
14.544,197.21,7.58,103.4,11.01,26.26,0.84,17.67
14.544,197.19,7.58,103.39,10.99,26.27,0.84,17.86
14.545,197.15,7.58,103.4,10.97,26.28,0.83,17.73
