temp,spCond,pH,ODO,turb,fDOM,CHL,NO3
20.786,1177.98,7.78,97.65,47.1,50.44,5.39,31.02
20.787,1177.91,7.78,97.65,47.27,50.45,5.37,31.54
20.787,1177.93,7.78,97.65,47.44,50.45,5.35,31.45
20.788,1177.86,7.78,97.65,47.38,50.42,5.34,31.14
20.789,1177.79,7.78,97.65,45.8,50.42,5.29,31.71
20.789,1177.85,7.78,97.65,49.21,50.42,5.25,31.61
20.789,1177.83,7.78,97.65,48.41,50.41,5.17,30.59
20.789,1177.83,7.78,97.65,47.44,50.4,5.12,31.55
20.788,1177.8,7.78,97.65,47.1,50.42,5.09,31.19
20.785,1177.85,7.78,97.64,48.21,50.42,5.17,31.27
20.786,1177.71,7.78,97.66,47.83,50.42,5.52,31.27
20.79,1177.65,7.78,97.68,48.2,50.38,5.58,31.02
20.791,1177.25,7.78,97.68,50.58,50.25,4.9,31.25
20.793,1177.08,7.78,97.67,48.29,50.23,5.32,31.51
20.801,1177.46,7.78,97.66,44.89,50.13,5.26,31.53
20.811,1177.55,7.78,97.7,48.6,50.02,5.1,31.38
20.81,1177.4,7.78,97.65,49.64,49.88,4.95,31.7
20.821,1177.38,7.78,97.59,52.28,49.43,4.92,31.27
20.835,1177.8,7.78,97.58,57.22,48.86,5.16,31.51
20.836,1177.98,7.78,97.56,56.01,48.7,5.24,31.29
20.834,1178.26,7.78,97.53,59.57,48.6,5.31,32.01
20.831,1178.31,7.78,97.49,56.85,48.53,5.23,31.37
20.825,1178.34,7.78,97.44,53.03,48.5,5.25,31.46
20.82,1178.31,7.78,97.39,53.05,48.5,5.22,31.05
20.816,1178.37,7.78,97.36,53.07,48.56,4.96,31.17
20.815,1178.38,7.78,97.33,52.68,48.66,4.93,31.77
20.814,1178.32,7.78,97.31,52.47,48.78,4.85,31.6
20.813,1178.48,7.78,97.3,52.39,48.93,5,31.17
20.812,1178.66,7.78,97.29,52.3,49.04,5.09,31.21
20.811,1178.78,7.78,97.28,52.37,49.12,5.09,31.23
20.811,1178.89,7.78,97.27,52.41,49.18,5.07,31.39
20.81,1179.15,7.78,97.26,52.22,49.2,5.11,31.63
20.809,1179.33,7.78,97.25,52.45,49.19,5.15,31.03
20.81,1179.65,7.78,97.24,53.08,49.12,5.17,31.59
20.811,1180.17,7.78,97.22,54.61,49.01,5.22,30.95
20.813,1180.47,7.78,97.21,52.42,48.93,5.3,31.12
20.816,1180.86,7.78,97.21,56.76,48.83,5.32,31.61
20.819,1181.34,7.78,97.2,51.91,48.74,5.32,31.24
20.822,1182.86,7.78,97.2,55.22,48.7,5.35,31.17
20.829,1311.25,7.78,97.19,55.36,48.77,5.41,31.87
20.837,1332.75,7.78,97.16,55.56,48.88,5.44,31.47
20.845,1357.79,7.78,97.1,55,49.05,5.48,31.34
20.854,1369.35,7.78,96.99,55,49.31,5.48,30.78
20.864,1376.81,7.78,96.85,54.96,49.64,5.46,31.32
20.874,1385.05,7.79,96.67,54.47,49.99,5.41,31.1
20.895,1483.8,7.81,95.8,53.51,51.44,5.61,31.36
20.892,1473.51,7.83,95.07,47.66,52.38,5.48,31.22
20.885,1470.57,7.84,94.82,49.69,53.11,5.56,31.41
20.877,1470.14,7.85,94.67,44.41,54.22,5.77,30.54
20.908,1470.54,7.86,94.59,43.53,54.91,5.53,31.12
20.909,1470.77,7.85,94.6,43.42,54.95,5.53,31.4
20.911,1470.97,7.85,94.6,43.3,54.98,5.51,31.78
20.912,1471.23,7.85,94.61,41.05,55.04,5.5,31.97
20.913,1471.46,7.85,94.62,42.29,55.07,5.51,31.59
20.912,1472.11,7.86,94.62,42.57,55.15,5.53,30.97
20.91,1472.18,7.86,94.61,42.62,55.16,5.56,31.21
20.909,1472.18,7.86,94.61,42.68,55.16,5.56,30.8
20.907,1472.25,7.86,94.6,42.68,55.17,5.58,30.75
20.906,1472.57,7.86,94.58,42.73,55.17,5.6,31.45
20.901,1472.95,7.86,94.52,42.99,55.19,5.58,30.72
20.9,1472.97,7.86,94.51,42.98,55.19,5.56,31.37
20.9,1472.95,7.86,94.5,42.99,55.2,5.52,30.71
20.9,1473,7.86,94.49,43.05,55.22,5.48,30.35
20.901,1473.06,7.86,94.48,43.05,55.23,5.47,30.7
20.907,1473.43,7.86,94.48,42.92,55.27,5.48,31.06
20.908,1473.22,7.86,94.48,42.85,55.27,5.49,30.86
20.909,1473.01,7.86,94.49,42.81,55.31,5.5,30.9
20.909,1472.84,7.86,94.49,42.61,55.34,5.52,30.97
20.909,1472.86,7.86,94.5,42.46,55.37,5.55,30.4
20.91,1472.7,7.86,94.5,42.4,55.41,5.57,30.67
20.909,1472.5,7.86,94.5,42.34,55.45,5.58,30.74
20.909,1472.33,7.86,94.49,42.28,55.46,5.57,30.92
20.908,1472.08,7.86,94.49,42.23,55.49,5.55,30.72
20.906,1471.77,7.86,94.48,42.16,55.51,5.54,30.28
20.905,1471.74,7.86,94.47,42.21,55.51,5.53,31.06
20.904,1471.67,7.86,94.46,42.25,55.53,5.48,30.37
20.903,1471.57,7.86,94.45,42.19,55.54,5.45,30.57
20.903,1471.37,7.86,94.44,42.09,55.54,5.43,30.74
20.902,1471.74,7.86,94.41,42.07,55.54,5.35,30.81
20.902,1471.88,7.86,94.4,42.11,55.53,5.32,31.01
20.902,1472.02,7.86,94.39,42.2,55.53,5.3,30.31
20.903,1472.13,7.86,94.39,42.25,55.52,5.29,30.31
20.905,1472.67,7.86,94.37,42.38,55.51,5.26,30.5
20.908,1473.3,7.86,94.38,42.38,55.52,5.28,30.3
20.909,1473.37,7.86,94.38,42.51,55.52,5.28,31.13
20.911,1473.73,7.86,94.39,42.45,55.43,5.32,30.57
20.913,1473.97,7.86,94.4,42.56,55.41,5.37,30.66
20.914,1474.16,7.86,94.41,42.8,55.39,5.4,30.47
20.916,1474.45,7.86,94.41,42.81,55.38,5.43,30.46
20.917,1474.61,7.86,94.42,42.86,55.4,5.45,30.31
20.919,1474.68,7.86,94.43,41.3,55.39,5.45,31.01
20.92,1474.81,7.86,94.44,41.24,55.41,5.46,30.58
20.929,1476.01,7.86,94.49,42.09,55.38,5.36,30.6
20.936,1477,7.86,94.52,42.34,55.39,5.3,30.39
20.942,1477.7,7.86,94.55,42.72,55.38,5.3,30.35
20.946,1478.13,7.86,94.57,42.73,55.37,5.29,30.29
20.947,1478.34,7.86,94.58,42.73,55.34,5.29,29.97
20.948,1478.61,7.86,94.58,42.62,55.36,5.3,30.52
20.948,1478.84,7.86,94.58,42.66,55.39,5.31,30.15
20.948,1478.93,7.86,94.58,42.75,55.4,5.32,29.95
20.947,1478.9,7.86,94.57,42.76,55.4,5.33,30.11
20.946,1478.85,7.86,94.56,42.8,55.39,5.34,29.67
20.94,1478.55,7.86,94.52,42.97,55.37,5.28,30.25
20.935,1478.57,7.86,94.47,42.96,55.33,5.28,30.08
20.932,1478.85,7.85,94.42,42.98,55.3,5.29,30.37
20.93,1479.58,7.85,94.35,42.85,55.29,5.3,29.83
20.93,1480.11,7.85,94.31,42.8,55.3,5.25,30.18
20.93,1480.55,7.85,94.28,42.74,55.27,5.22,29.94
20.931,1481.38,7.85,94.25,42.66,55.26,5.21,30.1
20.932,1482.04,7.85,94.23,42.5,55.23,5.21,30.13
20.933,1482.51,7.85,94.21,42.66,55.19,5.24,29.94
20.933,1482.73,7.85,94.19,42.68,55.17,5.28,30.04
20.933,1483.05,7.85,94.18,42.92,55.14,5.35,30.07
20.933,1483.21,7.85,94.16,43.01,55.14,5.38,30.11
20.933,1483.34,7.85,94.16,43.19,55.13,5.41,30.25
20.933,1483.26,7.85,94.15,43.29,55.1,5.43,30.59
20.935,1483.32,7.85,94.15,43.35,55.08,5.45,29.78
20.939,1483.64,7.85,94.16,43.53,55.08,5.39,29.98
20.943,1483.92,7.85,94.18,43.44,55.07,5.34,30.01
20.946,1483.97,7.85,94.19,43.36,55.06,5.38,29.85
20.949,1483.78,7.85,94.21,43.34,55.07,5.37,30.36
20.952,1483.7,7.85,94.23,43.19,55.05,5.36,29.93
20.953,1483.57,7.85,94.24,43.29,55.06,5.4,30.02
20.953,1483.49,7.85,94.25,43.44,55.04,5.43,30
20.951,1483.41,7.85,94.24,43.52,55.03,5.46,29.65
20.949,1483.39,7.85,94.22,43.74,54.99,5.46,29.91
20.947,1483.56,7.85,94.2,43.96,54.98,5.45,29.69
20.945,1483.73,7.85,94.17,44.14,54.97,5.39,29.85
20.945,1483.92,7.85,94.15,44.19,55.01,5.37,29.73
20.947,1484.22,7.85,94.1,43.91,55.07,5.33,29.45
20.95,1484.3,7.85,94.1,43.54,55.12,5.33,29.97
20.955,1484.47,7.85,94.12,43.19,55.17,5.31,29.91
20.963,1485,7.85,94.16,42.64,55.26,5.25,29.65
20.981,1486.25,7.85,94.33,41.76,55.46,5.22,29.5
20.972,1485.93,7.85,94.33,41.79,55.55,5.4,29.61
20.952,1485.74,7.85,94.1,42.38,55.45,5.38,29.27
20.95,1485.91,7.85,93.99,42.95,55.36,5.22,29.01
20.954,1482.78,7.85,93.97,43.15,55.28,5.29,29.64
20.91,1468.34,7.85,93.96,42.91,55.19,5.37,29.32
20.802,1440.9,7.85,94.06,42.57,55,5.27,28.96
20.785,1436.22,7.85,94.13,42.68,54.93,5.17,29.27
20.774,1432.26,7.85,94.21,42.78,54.91,5.15,29
20.769,1430.47,7.85,94.3,42.82,54.86,5.14,29.02
20.766,1429.91,7.85,94.38,42.8,54.84,5.08,29.44
20.764,1430.72,7.84,94.43,42.91,54.81,5.06,29.28
20.764,1432.31,7.84,94.48,43.12,54.79,5.11,28.92
20.763,1434.32,7.84,94.47,43.19,54.81,5.18,28.93
20.761,1435.9,7.84,94.45,42.91,54.83,5.16,28.59
20.758,1437.24,7.84,94.4,42.79,54.87,5.22,28.71
20.756,1438.9,7.84,94.31,42.68,54.87,5.26,28.91
20.746,1439.91,7.84,93.99,42.11,55.09,5.36,28.52
20.741,1440.3,7.84,93.89,42.05,55.11,5.08,28.6
20.74,1440.25,7.84,93.87,41.95,55.12,5.08,28.85
20.739,1440.23,7.84,93.86,41.95,55.11,5.08,28.5
20.738,1440.18,7.84,93.84,42.03,55.12,5.1,28.69
20.736,1440.16,7.84,93.82,42.17,55.12,5.12,28.46
20.735,1440.12,7.84,93.8,42.24,55.12,5.16,28.78
20.734,1440.08,7.84,93.79,42.32,55.11,5.18,28.75
20.732,1439.98,7.84,93.77,42.35,55.09,5.2,28.95
20.731,1439.9,7.84,93.75,42.42,55.06,5.23,28.74
20.729,1439.85,7.84,93.73,42.58,55.03,5.26,28.43
20.728,1439.82,7.84,93.71,42.61,55,5.29,29.04
20.727,1439.7,7.84,93.67,42.72,54.96,5.33,28.17
20.727,1439.79,7.84,93.65,42.84,54.95,5.34,28.55
20.728,1439.89,7.84,93.64,42.87,54.92,5.34,28.27
20.735,1440.43,7.84,93.63,43.1,54.93,5.35,28.69
20.74,1441.47,7.84,93.63,43.13,54.98,5.36,28.48
20.747,1443.54,7.84,93.65,42.93,55,5.36,28.69
20.752,1445.35,7.84,93.67,42.83,55.02,5.35,28.2
20.757,1447.59,7.84,93.69,42.68,55.07,5.33,28.54
20.761,1449.91,7.84,93.71,42.65,55.15,5.32,28.41
20.765,1452.88,7.84,93.73,42.41,55.2,5.31,28.69
20.768,1455.25,7.84,93.74,42.15,55.25,5.33,28.74
20.769,1457.41,7.84,93.74,42.09,55.31,5.36,27.97
20.771,1459.2,7.84,93.75,41.97,55.33,5.39,28.65
20.771,1461.1,7.83,93.74,41.81,55.37,5.42,28.71
20.77,1462.87,7.83,93.73,41.8,55.39,5.46,29.05
20.769,1464.7,7.83,93.71,41.79,55.42,5.5,29.33
20.766,1466.17,7.83,93.69,41.64,55.45,5.52,29.19
20.754,1466.89,7.83,93.59,41.57,55.52,5.6,28.8
20.749,1466.94,7.83,93.54,41.77,55.54,5.63,28.65
20.742,1467.01,7.83,93.48,41.87,55.56,5.66,28.84
20.737,1466.51,7.83,93.42,42.06,55.58,5.68,28.61
20.733,1465.52,7.83,93.36,42.23,55.59,5.64,28.54
20.728,1464.96,7.83,93.29,42.36,55.55,5.62,28.97
20.725,1464.74,7.83,93.24,42.43,55.52,5.56,29.03
20.722,1464.78,7.83,93.18,42.83,55.51,5.49,28.65
20.72,1464.77,7.83,93.13,42.97,55.47,5.43,29.07
20.726,1463.4,7.83,92.93,42.84,55.24,5.19,28.9
20.735,1460.42,7.83,92.88,42,55.22,5.02,28.75
20.716,1459.38,7.83,92.7,41.64,55.4,4.85,28.37
20.7,1460.98,7.83,92.46,41.5,55.57,5.06,28.57
20.692,1462.45,7.83,92.21,41.75,55.65,5.17,28.49
20.705,1462.03,7.83,92.1,41.58,55.67,5.02,28.41
20.708,1461.92,7.83,92.11,41.51,55.66,5,28.8
20.714,1461.78,7.83,92.12,41.42,55.67,4.94,28.37
20.719,1461.97,7.83,92.14,41.12,55.65,4.89,28.27
20.723,1461.94,7.83,92.16,40.92,55.62,4.89,28.34
20.725,1461.71,7.83,92.18,40.85,55.58,4.89,28.49
20.728,1461.69,7.83,92.2,40.74,55.56,4.95,28.78
20.729,1461.68,7.83,92.21,40.75,55.52,5.07,28.69
20.73,1461.68,7.83,92.22,40.8,55.49,5.21,28.08
20.73,1461.88,7.83,92.22,40.15,55.46,5.3,28.41
20.73,1461.92,7.83,92.23,39.79,55.45,5.39,28.57
20.731,1462.6,7.83,92.24,40.61,55.43,5.4,28.35
20.733,1462.85,7.83,92.26,40.66,55.44,5.39,27.89
20.735,1463,7.83,92.27,40.73,55.47,5.34,28.47
20.74,1463.26,7.83,92.29,40.78,55.53,5.29,28.22
20.747,1463.4,7.83,92.32,40.7,55.57,5.22,28.26
20.754,1463.44,7.83,92.37,40.69,55.62,5.22,28.02
20.759,1463.48,7.83,92.4,40.82,55.65,5.25,28.18
20.76,1463.57,7.83,92.43,40.97,55.67,5.25,28.09
20.759,1463.74,7.83,92.45,38.76,55.7,5.33,28.06
20.756,1463.79,7.83,92.45,39.37,55.72,5.41,27.78
20.748,1463.99,7.83,92.42,42.04,55.75,5.48,28.05
20.737,1463.87,7.83,92.38,41.78,55.75,5.53,27.81
20.728,1464.1,7.83,92.31,41.6,55.75,5.53,27.73
20.721,1464.25,7.83,92.24,41.59,55.74,5.47,28.04
20.716,1464.39,7.83,92.18,41.49,55.74,5.48,27.99
20.713,1464.42,7.83,92.11,41.65,55.75,5.47,27.56
20.711,1464.37,7.83,92.05,41.68,55.77,5.44,27.83
20.71,1464.43,7.83,92.01,42.9,55.77,5.49,27.55
20.709,1464.54,7.83,91.98,41.31,55.72,5.52,28.01
20.708,1464.65,7.83,91.95,43.36,55.67,5.48,27.94
20.707,1464.66,7.83,91.92,43.07,55.66,5.44,28
20.707,1464.62,7.83,91.9,42.33,55.63,5.43,28.33
20.705,1464.55,7.83,91.88,41.17,55.58,5.38,28.14
20.705,1464.31,7.83,91.87,41.37,55.55,5.46,28.24
20.705,1464.34,7.83,91.86,42.57,55.54,5.47,27.87
20.708,1463.75,7.83,91.83,41.52,55.64,5.45,28.06
20.721,1463.84,7.83,91.82,41.26,55.69,5.4,27.71
20.724,1463.72,7.83,91.81,41.46,55.64,5.35,27.68
20.618,1210.2,7.83,91.46,41,55.09,3.44,27.28
18.755,879.12,7.84,90.19,28.61,52.53,2.97,29.18
18.64,777.79,7.84,89.72,28.17,51.42,2.8,33.29
18.541,696.12,7.84,89.2,27.43,50.13,1.79,33.77
18.395,413.6,7.84,88.69,26.65,48.63,1.4,33.7
18.257,554.08,7.84,88.25,25.96,47.06,1.58,36.67
18.149,540.75,7.84,87.96,25.26,45.54,1.58,37.66
18.044,539.45,7.83,87.6,24.78,44.19,1.62,38.08
17.207,427.62,7.55,86.83,19.88,38.22,1.34,41.18
17.114,398.82,7.51,86.86,18.91,37.65,1.35,41.71
17.632,573.59,7.45,87.75,25.75,40.31,2.21,40.17
17.654,580.04,7.45,87.77,25.26,40.4,2.21,39.96
17.675,585.61,7.45,87.79,25.48,40.5,2.2,39.7
17.69,590.68,7.46,87.8,25.55,40.58,2.19,39.77
17.729,600.66,7.46,87.77,28.59,40.92,2.24,39.4
17.738,602.31,7.47,87.74,26.45,40.96,2.24,39.56
17.744,603.45,7.47,87.72,26.15,41,2.27,39.55
17.72,593.39,7.49,87.6,24.81,40.86,2.15,39.32
17.712,545.68,7.49,87.57,24.68,40.8,2.11,39.19
17.686,533.64,7.5,87.5,24.53,40.68,2,39.25
17.67,539.94,7.5,87.47,24.31,40.64,1.95,39.32
17.655,539.65,7.5,87.44,24.13,40.57,1.9,39.38
17.638,536.65,7.5,87.4,24.02,40.51,1.85,39.26
17.595,526.31,7.51,87.32,24.1,40.31,1.78,39.91
17.573,522.05,7.51,87.28,24.1,40.21,1.77,39.5
17.534,517.53,7.51,87.23,24.11,40.05,1.73,39.79
17.513,518.31,7.51,87.2,24.07,39.89,1.75,40.07
17.501,520.24,7.51,87.21,24.11,39.79,1.76,40.19
17.506,525.4,7.51,87.26,24.16,39.73,1.78,40.3
17.514,528.19,7.51,87.3,24.3,39.66,1.81,40.51
17.521,529.9,7.51,87.34,24.47,39.58,1.79,40.37
17.523,530.82,7.51,87.36,24.42,39.47,1.77,39.97
17.511,471.62,7.51,87.35,24.24,39.37,1.7,40.16
17.488,472.8,7.51,87.31,24.03,39.32,1.67,39.75
17.458,477.72,7.51,87.25,23.73,39.28,1.63,40.2
17.429,487.52,7.51,87.18,23.44,39.28,1.63,40.49
17.416,497.69,7.51,87.16,23.22,39.29,1.65,40.63
17.425,563.49,7.5,87.19,23.35,39.27,1.76,40.52
17.46,586.56,7.5,87.25,23.54,39.34,1.85,40.62
17.514,597.72,7.5,87.39,24.64,39.51,1.92,40.38
17.578,603.06,7.5,87.53,26.47,39.68,1.98,40.22
17.645,652.05,7.49,87.65,25.92,39.96,2.06,39.78
17.701,592.54,7.49,87.74,25.88,40.17,2.04,39.39
17.736,591.47,7.49,87.77,25.52,40.44,2.03,39.46
17.771,667.72,7.49,87.82,25.8,40.81,2.11,39.14
17.82,715,7.48,87.89,26.07,41.19,2.19,39.09
17.883,734.84,7.48,87.99,26.29,41.58,2.26,38.98
17.948,736.95,7.49,88.11,26.62,41.98,2.35,38.63
18.042,779.94,7.49,88.27,27.17,42.53,2.47,37.92
18.216,802.27,7.5,88.56,26.83,43.28,2.56,37.35
18.274,800.37,7.51,88.63,30.13,43.64,2.54,37.19
18.301,791.91,7.52,88.62,29.7,43.98,2.53,36.97
18.32,785.59,7.52,88.6,29.31,44.16,2.51,36.69
18.328,780.93,7.53,88.56,29.21,44.26,2.49,36.72
18.324,777.94,7.54,88.5,29.15,44.32,2.44,36.62
18.318,775.57,7.55,88.45,28.99,44.4,2.43,36.71
18.304,770.78,7.55,88.39,28.78,44.43,2.46,37.08
18.292,767.61,7.56,88.35,28.46,44.4,2.47,36.98
18.279,763.96,7.57,88.32,28.2,44.34,2.47,36.86
18.266,760.23,7.57,88.29,27.89,44.25,2.48,36.97
18.258,758.8,7.58,88.29,25.82,44.23,2.49,37
18.253,757.58,7.58,88.29,26.16,44.23,2.47,37.15
18.262,762.36,7.58,88.36,26.84,44.41,2.58,37.09
18.282,768.84,7.59,88.42,27.06,44.45,2.6,37.01
18.334,783.36,7.59,88.56,26.91,44.68,2.68,36.77
18.343,784.97,7.59,88.58,26.49,44.75,2.65,36.38
18.339,782.18,7.6,88.58,26.11,44.74,2.59,36.7
18.285,709.36,7.6,88.48,24.86,44.58,2.46,36.71
18.117,700.97,7.61,88.23,24.89,43.94,2.3,37.17
18.021,683.77,7.61,88.19,23.49,43.3,2.24,37.97
17.929,655.21,7.61,88.2,23.69,42.72,2.2,38.35
17.85,571.77,7.6,88.14,23.24,42.24,2.08,38.67
17.81,676.12,7.59,88.18,24.87,42.16,2.05,39.04
17.953,672.68,7.58,88.57,24.03,42.44,2.27,38.36
18.029,792.75,7.57,88.69,24.84,43.26,2.36,38.04
18.073,789.22,7.57,88.76,23.75,43.53,2.46,38.11
18.195,798.34,7.57,88.94,27.55,44.03,2.62,37.12
18.298,730.25,7.58,89,26.39,44.49,2.57,36.79
18.295,721.91,7.58,88.91,25.93,44.61,2.47,36.64
18.272,718.99,7.58,88.78,25.74,44.66,2.4,36.69
18.24,722.05,7.58,88.66,25.6,44.68,2.3,37.2
18.212,730.81,7.59,88.57,25.52,44.68,2.3,37.62
18.168,683.27,7.6,88.5,25.89,44.19,2.31,36.86
18.159,679.23,7.6,88.49,23.5,44.12,2.29,37.12
18.124,684.77,7.6,88.43,23.91,43.96,2.18,37.22
18.11,686.66,7.6,88.41,23.88,43.94,2.14,37.24
18.091,688.09,7.6,88.37,23.66,43.91,2.12,38
18.072,688.86,7.6,88.33,23.68,43.88,2.1,38.02
18.05,688.78,7.6,88.29,23.73,43.83,2.05,37.85
18.034,688.15,7.6,88.26,23.66,43.77,2.01,37.74
18.018,687.32,7.6,88.23,23.4,43.7,2,37.83
18.007,686.16,7.6,88.21,23.17,43.62,1.99,38.14
17.998,685.2,7.6,88.2,23.1,43.54,1.98,38.02
17.992,684.35,7.6,88.19,23.97,43.47,1.98,38.14
17.987,683.94,7.6,88.19,23.87,43.42,1.99,37.78
17.986,684.27,7.6,88.2,24.16,43.41,2.03,38
17.987,685.82,7.6,88.21,24.2,43.41,2.05,37.9
17.99,688.12,7.6,88.22,24.41,43.45,2.08,37.97
17.995,738.01,7.6,88.24,24.52,43.49,2.12,37.93
18.001,741.64,7.59,88.27,24.75,43.54,2.18,38.26
18.011,743.36,7.59,88.28,24.82,43.58,2.22,37.96
18.021,748.36,7.59,88.32,24.88,43.62,2.26,38.14
18.034,747.18,7.59,88.33,24.98,43.68,2.31,38.55
18.05,748.22,7.59,88.36,25.88,43.75,2.36,38.5
18.065,749.55,7.59,88.39,24.8,43.8,2.4,38.54
18.084,750.35,7.59,88.44,23.55,43.85,2.4,38.59
18.101,751.48,7.59,88.45,24.53,43.92,2.4,38.35
18.121,752.54,7.59,88.49,25.79,44,2.38,38.75
18.137,753.73,7.59,88.52,25.65,44.1,2.37,38.89
18.177,757.6,7.58,88.56,25.33,44.38,2.37,38.75
18.186,758.37,7.58,88.57,25.34,44.45,2.37,38.82
18.192,758.04,7.58,88.57,25.27,44.53,2.36,39.09
18.194,757.16,7.58,88.56,25.16,44.56,2.35,38.83
18.194,757.1,7.59,88.54,25.17,44.59,2.33,38.71
18.193,756.69,7.59,88.52,25.23,44.61,2.33,38.67
18.19,756,7.59,88.5,25.2,44.63,2.32,38.6
18.183,753.54,7.59,88.46,25.12,44.65,2.31,38.7
18.176,751.77,7.59,88.44,25.09,44.64,2.3,38.57
18.169,749.46,7.59,88.41,25.04,44.63,2.29,38.33
18.159,746.93,7.59,88.38,25.03,44.62,2.28,38.51
18.149,743.51,7.59,88.35,25.01,44.6,2.26,38.51
18.137,740.7,7.59,88.32,24.93,44.59,2.26,38.72
18.127,738.07,7.59,88.29,24.88,44.57,2.25,38.52
18.119,736.56,7.59,88.27,24.84,44.54,2.26,38
18.114,735.39,7.59,88.25,24.75,44.5,2.27,38.32
18.109,734.54,7.59,88.24,24.72,44.47,2.27,38.2
18.105,733.76,7.6,88.24,24.75,44.43,2.28,38.44
18.102,733.13,7.6,88.23,24.76,44.4,2.28,38.59
18.098,732.29,7.6,88.23,24.74,44.33,2.28,38.4
18.094,731.32,7.6,88.21,24.74,44.31,2.26,38.62
18.09,730.16,7.6,88.21,24.72,44.28,2.25,38.25
18.033,716.48,7.6,88.07,24.6,44.08,2.2,38.32
17.985,706.52,7.59,87.95,24.45,43.93,2.21,38
17.948,699.92,7.58,87.89,24.46,43.88,2.13,38.03
17.95,704.29,7.58,87.9,24.62,43.91,2.21,38.27
17.952,705.72,7.58,87.91,24.68,43.91,2.22,38.08
17.959,708.6,7.58,87.93,24.67,43.94,2.23,38.15
17.967,711.6,7.58,87.94,24.77,44,2.25,38.06
17.975,714.77,7.58,87.96,24.62,44.06,2.26,38.19
17.983,717.56,7.58,87.97,24.6,44.13,2.27,38.08
17.99,719.7,7.58,87.98,24.44,44.2,2.25,38.03
17.994,721.21,7.58,87.99,24.34,44.26,2.27,38.05
17.997,722.5,7.58,87.99,24.27,44.33,2.27,38.29
18,723.58,7.58,88,24.24,44.4,2.26,38.04
18.002,724.28,7.58,88,24.11,44.45,2.27,38.39
18.003,724.79,7.58,88.01,24.03,44.49,2.31,37.94
18.004,724.96,7.58,88.02,24.14,44.5,2.32,38.08
18.004,724.88,7.58,88.01,24.22,44.49,2.33,38.16
18.002,724.24,7.58,88,24.48,44.47,2.33,38.1
17.999,723.13,7.58,88,24.49,44.44,2.32,38.34
17.995,721.56,7.58,88,24.58,44.42,2.3,37.86
17.991,719.86,7.59,88,24.69,44.38,2.27,38.15
17.986,718.26,7.59,88,24.72,44.35,2.24,37.76
17.983,717.38,7.59,88.01,24.72,44.31,2.22,37.69
17.982,717.29,7.59,88.03,24.72,44.3,2.23,37.76
17.982,717.84,7.59,88.05,24.63,44.28,2.26,37.87
17.984,718.88,7.59,88.06,24.45,44.29,2.3,37.87
17.986,720.27,7.59,88.08,24.34,44.32,2.34,37.93
17.99,721.8,7.59,88.1,24.33,44.36,2.36,37.85
17.995,723.36,7.59,88.12,24.24,44.41,2.39,37.95
18.001,724.68,7.59,88.14,24.18,44.48,2.35,37.95
18.007,725.56,7.59,88.16,24.06,44.55,2.29,37.65
18.012,725.95,7.59,88.19,24,44.6,2.29,37.84
18.015,726.04,7.59,88.22,23.81,44.65,2.31,37.51
18.016,725.95,7.59,88.24,23.79,44.7,2.31,37.8
18.01,724.56,7.59,88.27,23.7,44.78,2.34,37.83
18.007,724.05,7.59,88.28,23.67,44.8,2.29,37.53
18.005,723.84,7.59,88.27,23.57,44.8,2.26,37.98
18.003,723.61,7.59,88.27,23.59,44.8,2.26,37.8
18.002,723.47,7.59,88.27,23.51,44.79,2.29,37.56
18.001,723.3,7.59,88.27,23.6,44.76,2.29,37.74
18.001,723.14,7.59,88.27,23.68,44.77,2.34,37.34
17.999,722.98,7.59,88.29,23.8,44.71,2.36,37.47
18.002,723.04,7.59,88.35,23.75,44.7,2.31,37.51
18.007,722.84,7.59,88.42,23.47,44.74,2.35,37.43
17.99,722.81,7.59,88.4,23.58,44.82,2.41,37.53
17.987,722.77,7.59,88.37,23.55,44.82,2.41,37.45
17.983,722.8,7.59,88.35,23.66,44.83,2.39,37.29
17.981,722.76,7.59,88.32,23.63,44.82,2.38,37.59
17.98,722.74,7.59,88.3,23.59,44.81,2.35,37.31
17.979,722.59,7.59,88.29,23.53,44.84,2.35,37.28
17.978,722.49,7.59,88.28,23.47,44.88,2.34,37.61
17.977,722.49,7.59,88.27,23.29,44.9,2.32,37.45
17.976,722.56,7.59,88.27,23.19,44.91,2.3,37.35
17.976,722.62,7.59,88.26,23.12,44.93,2.28,37.47
17.976,722.81,7.59,88.26,22.98,44.96,2.25,37.42
17.976,722.87,7.59,88.26,22.98,44.98,2.26,37.51
17.976,723.15,7.59,88.26,22.98,45,2.25,37.4
17.977,723.26,7.59,88.27,23.01,45,2.28,37.39
17.977,723.38,7.59,88.27,23.1,45.05,2.29,37.38
17.977,723.44,7.59,88.27,23.14,45.07,2.29,37.36
17.977,723.59,7.59,88.28,23.24,45.06,2.28,36.98
17.977,723.66,7.59,88.28,23.48,45.06,2.27,37.5
17.976,723.83,7.59,88.27,23.5,45.04,2.23,37.44
17.976,723.91,7.59,88.27,23.44,45.01,2.21,37.16
17.976,724.39,7.59,88.27,23.5,44.97,2.23,37.13
17.976,724.67,7.59,88.27,23.54,44.98,2.25,36.96
17.975,724.77,7.59,88.27,23.33,45.03,2.27,36.97
17.975,724.82,7.59,88.27,23.33,45.04,2.27,37.01
