temp,spCond,pH,ODO,turb,fDOM,CHL,NO3,cluster,SUBcluster
14.195,147.42,7.54,102.2,11.34,22.68,0.66,11.93,2,2
14.197,147.39,7.54,102.21,11.52,22.68,0.67,11.79,2,2
14.199,147.39,7.54,102.22,11.57,22.68,0.68,11.94,2,2
14.202,147.36,7.54,102.23,11.47,22.68,0.66,11.82,2,2
14.205,147.35,7.54,102.24,11.33,22.68,0.62,11.84,2,2
14.208,147.32,7.54,102.25,11.19,22.68,0.63,11.92,2,2
14.21,147.31,7.54,102.26,11.08,22.69,0.6,11.8,2,2
14.212,147.29,7.54,102.27,11.04,22.69,0.6,11.72,2,2
14.213,147.23,7.54,102.28,11.01,22.7,0.57,11.86,2,2
14.214,147.18,7.54,102.28,10.97,22.68,0.58,11.82,2,2
14.215,147.16,7.54,102.28,11.1,22.65,0.6,11.9,2,2
14.214,147.13,7.54,102.29,11.22,22.65,0.61,11.7,2,2
14.215,147.08,7.54,102.29,11.2,22.66,0.6,11.8,2,2
14.216,147.02,7.54,102.29,11.25,22.67,0.61,11.79,2,2
14.219,146.97,7.54,102.29,11.12,22.69,0.63,11.8,2,2
14.22,146.92,7.54,102.29,10.98,22.68,0.66,11.66,2,2
14.222,146.86,7.54,102.29,10.9,22.67,0.64,11.77,2,2
14.223,146.85,7.54,102.29,10.81,22.68,0.63,11.71,2,2
14.225,146.82,7.54,102.29,10.8,22.68,0.62,11.67,2,2
14.225,146.79,7.54,102.29,10.73,22.7,0.59,11.74,2,2
14.226,146.74,7.54,102.29,10.78,22.71,0.59,11.79,2,2
14.225,146.75,7.54,102.3,10.76,22.71,0.59,11.98,2,2
14.225,146.7,7.54,102.29,10.81,22.69,0.57,11.78,2,2
14.226,146.67,7.54,102.29,10.9,22.67,0.62,11.75,2,2
14.228,146.59,7.54,102.29,10.86,22.65,0.65,11.64,2,2
14.23,146.52,7.54,102.29,10.88,22.64,0.68,11.61,2,2
14.232,146.49,7.54,102.3,10.94,22.63,0.69,11.68,2,2
14.233,146.49,7.54,102.3,11.04,22.62,0.7,11.68,2,2
14.235,146.45,7.54,102.31,11,22.63,0.67,11.74,2,2
14.236,146.43,7.54,102.31,10.98,22.64,0.67,11.61,2,2
14.237,146.44,7.54,102.32,11.01,22.65,0.65,11.7,2,2
14.238,146.46,7.54,102.33,11.09,22.66,0.66,11.66,2,2
14.238,146.46,7.54,102.33,11.16,22.67,0.64,11.58,2,2
14.238,146.51,7.54,102.33,11.16,22.67,0.66,11.6,2,2
14.239,146.48,7.54,102.34,11.19,22.68,0.67,11.58,2,2
14.241,146.5,7.54,102.35,11.18,22.69,0.69,11.57,2,2
14.243,146.49,7.54,102.35,11.2,22.7,0.67,11.59,2,2
14.248,146.32,7.54,102.36,11.07,22.63,0.66,11.52,2,2
14.249,146.2,7.54,102.35,11.06,22.59,0.63,11.64,2,2
14.265,146.31,7.54,102.39,10.58,22.6,0.63,11.59,2,2
14.269,146.34,7.54,102.41,10.48,22.61,0.66,11.71,2,2
14.274,146.39,7.54,102.42,10.42,22.64,0.64,11.76,2,2
14.277,146.36,7.54,102.44,10.38,22.64,0.63,11.7,2,2
14.278,146.33,7.54,102.45,10.37,22.66,0.64,11.74,2,2
14.278,146.31,7.54,102.45,10.36,22.66,0.63,11.58,2,2
14.279,146.29,7.54,102.45,10.32,22.66,0.64,11.65,2,2
14.279,146.29,7.54,102.45,10.33,22.66,0.64,11.7,2,2
14.279,146.25,7.54,102.44,10.31,22.67,0.66,11.68,2,2
14.28,146.26,7.54,102.44,10.27,22.67,0.65,11.71,2,2
14.277,146.26,7.54,102.51,12.19,22.54,0.61,11.56,2,2
14.277,146.24,7.54,102.5,12.12,22.55,0.61,11.54,2,2
14.278,146.19,7.54,102.5,11.97,22.54,0.61,11.58,2,2
14.279,146.14,7.54,102.5,11.88,22.53,0.62,11.42,2,2
14.279,146.14,7.54,102.5,11.76,22.53,0.62,11.68,2,2
14.279,146.16,7.54,102.5,11.7,22.54,0.63,11.6,2,2
14.279,146.14,7.54,102.5,11.74,22.55,0.63,11.69,2,2
14.279,146.15,7.54,102.5,11.48,22.55,0.62,11.56,2,2
14.279,146.17,7.55,102.5,11.44,22.55,0.63,11.5,2,2
14.279,146.18,7.55,102.5,11.39,22.56,0.63,11.46,2,2
14.279,146.16,7.55,102.5,11.33,22.58,0.64,11.58,2,2
14.278,146.16,7.55,102.5,11.27,22.59,0.64,11.62,2,2
14.278,146.18,7.55,102.5,11.25,22.59,0.64,11.58,2,2
14.278,146.19,7.55,102.5,11.32,22.59,0.63,11.54,2,2
14.277,146.17,7.55,102.49,11.3,22.59,0.64,11.6,2,2
14.277,146.13,7.55,102.49,11.34,22.59,0.65,11.65,2,2
14.277,146.13,7.55,102.48,11.32,22.6,0.65,11.63,2,2
14.277,146.11,7.55,102.48,11.41,22.6,0.64,11.62,2,2
14.277,146.08,7.55,102.48,11.47,22.61,0.63,11.51,2,2
14.277,146.07,7.55,102.48,11.56,22.6,0.62,11.66,2,2
14.276,146.07,7.55,102.48,11.63,22.6,0.63,11.52,2,2
14.276,146.09,7.55,102.47,11.68,22.61,0.62,11.54,2,2
14.276,146.11,7.55,102.46,11.74,22.6,0.62,11.59,2,2
14.277,146.14,7.55,102.46,11.89,22.59,0.62,11.54,2,2
14.277,146.15,7.55,102.46,11.96,22.61,0.62,11.58,2,2
14.277,146.15,7.55,102.46,11.94,22.61,0.62,11.62,2,2
14.277,146.17,7.54,102.46,11.82,22.6,0.64,11.6,2,2
14.277,146.22,7.54,102.46,11.8,22.6,0.64,11.58,2,2
14.276,146.23,7.54,102.45,11.82,22.58,0.65,11.55,2,2
14.276,146.22,7.54,102.45,11.75,22.56,0.65,11.65,2,2
14.276,146.25,7.54,102.46,11.79,22.56,0.65,11.69,2,2
14.277,146.28,7.54,102.45,11.78,22.56,0.64,11.68,2,2
14.277,146.3,7.54,102.45,11.69,22.55,0.64,11.61,2,2
14.278,146.31,7.54,102.45,11.66,22.55,0.64,11.57,2,2
14.278,146.29,7.54,102.46,11.62,22.54,0.64,11.5,2,2
14.279,146.29,7.54,102.46,11.55,22.56,0.65,11.61,2,2
14.281,146.3,7.54,102.46,11.49,22.54,0.65,11.54,2,2
14.282,146.32,7.54,102.47,11.4,22.54,0.64,11.71,2,2
14.283,146.35,7.54,102.47,11.3,22.55,0.65,11.66,2,2
14.284,146.37,7.54,102.47,11.23,22.56,0.65,11.61,2,2
14.285,146.36,7.54,102.47,11.25,22.56,0.66,11.55,2,2
14.287,146.44,7.54,102.48,11.23,22.57,0.66,11.58,2,2
14.289,146.44,7.54,102.48,11.13,22.59,0.66,11.6,2,2
14.29,146.52,7.54,102.48,11.01,22.58,0.66,11.53,2,2
14.291,146.5,7.54,102.48,11.02,22.59,0.64,11.57,2,2
14.291,146.45,7.54,102.48,10.93,22.6,0.64,11.63,2,2
14.291,146.41,7.54,102.48,10.91,22.6,0.64,11.53,2,2
14.291,146.42,7.54,102.48,10.94,22.63,0.65,11.66,2,2
14.291,146.44,7.54,102.47,10.94,22.63,0.65,11.74,2,2
14.292,146.39,7.54,102.47,10.94,22.62,0.66,11.63,2,2
14.293,146.39,7.54,102.48,11.01,22.62,0.67,11.58,2,2
14.294,146.37,7.54,102.48,11.05,22.62,0.66,11.65,2,2
14.296,146.37,7.54,102.47,10.97,22.6,0.65,11.73,2,2
14.299,146.39,7.54,102.48,10.92,22.59,0.66,11.55,2,2
14.302,146.33,7.54,102.48,10.96,22.6,0.66,11.62,2,2
14.312,146.37,7.54,102.5,10.58,22.61,0.67,11.64,2,2
14.319,146.56,7.54,102.53,10.4,22.62,0.65,11.64,2,2
14.32,146.44,7.54,102.53,10.54,22.63,0.65,11.46,2,2
14.321,146.48,7.54,102.53,10.51,22.64,0.66,11.61,2,2
14.32,146.56,7.54,102.53,10.5,22.63,0.66,11.65,2,2
14.32,146.66,7.54,102.53,10.6,22.64,0.67,11.58,2,2
14.321,146.76,7.54,102.52,10.6,22.63,0.69,11.67,2,2
14.321,146.86,7.54,102.52,10.69,22.6,0.68,11.75,2,2
14.322,146.84,7.54,102.52,10.79,22.61,0.68,11.64,2,2
14.323,146.89,7.54,102.52,10.84,22.6,0.69,11.79,2,2
14.324,146.88,7.54,102.53,10.85,22.6,0.71,11.56,2,2
14.325,146.85,7.54,102.53,10.86,22.6,0.68,11.74,2,2
14.327,146.88,7.54,102.54,10.87,22.61,0.7,11.8,2,2
14.328,146.92,7.54,102.54,10.91,22.6,0.7,11.63,2,2
14.329,146.93,7.54,102.54,10.92,22.61,0.69,11.64,2,2
14.329,147,7.54,102.54,10.83,22.6,0.68,11.62,2,2
14.33,146.98,7.54,102.54,10.83,22.6,0.67,11.63,2,2
14.33,147.01,7.54,102.53,10.82,22.61,0.66,11.75,2,2
14.33,147.07,7.54,102.53,10.85,22.59,0.66,11.69,2,2
14.329,146.99,7.54,102.53,10.78,22.59,0.67,11.67,2,2
14.329,146.99,7.54,102.52,10.86,22.58,0.67,11.73,2,2
14.329,147.03,7.54,102.53,10.92,22.57,0.68,11.71,2,2
14.329,147.11,7.54,102.52,10.85,22.55,0.67,11.69,2,2
14.329,147.14,7.54,102.52,10.87,22.55,0.66,11.82,2,2
14.329,147.01,7.54,102.51,10.92,22.55,0.65,11.73,2,2
14.329,146.97,7.54,102.51,11.02,22.55,0.66,11.63,2,2
14.329,147,7.54,102.51,11.13,22.56,0.69,11.69,2,2
14.328,147.12,7.54,102.5,11.11,22.55,0.69,11.71,2,2
14.328,147.09,7.54,102.49,11.11,22.58,0.7,11.7,2,2
14.328,147.11,7.54,102.49,11.14,22.58,0.7,11.82,2,2
14.328,147.3,7.54,102.49,11.11,22.57,0.7,11.82,2,2
14.329,147.4,7.54,102.5,11.11,22.57,0.68,11.83,2,2
14.33,147.53,7.54,102.49,10.99,22.58,0.66,11.7,2,2
14.331,147.5,7.54,102.5,10.99,22.58,0.63,11.79,2,2
14.333,147.38,7.54,102.51,10.95,22.58,0.65,11.75,2,2
14.335,147.37,7.54,102.51,11.01,22.59,0.66,11.8,2,2
14.338,147.36,7.54,102.52,10.88,22.59,0.65,11.7,2,2
14.341,147.43,7.54,102.52,10.89,22.6,0.65,11.68,2,2
14.342,147.41,7.54,102.52,10.88,22.6,0.67,11.75,2,2
14.343,147.47,7.54,102.53,11,22.61,0.67,11.7,2,2
14.344,147.54,7.54,102.53,10.97,22.64,0.66,11.83,2,2
14.345,147.66,7.54,102.53,10.95,22.63,0.67,11.79,2,2
14.346,147.7,7.54,102.53,10.84,22.64,0.67,11.75,2,2
14.345,147.68,7.54,102.53,10.85,22.66,0.66,11.77,2,2
14.345,147.66,7.54,102.53,10.8,22.67,0.64,11.76,2,2
14.348,147.72,7.54,102.53,10.82,22.71,0.65,11.83,2,2
14.352,147.59,7.54,102.53,10.78,22.71,0.67,11.74,2,2
14.357,147.82,7.55,102.53,10.74,22.68,0.66,11.65,2,2
14.369,148.1,7.55,102.56,10.73,22.69,0.68,11.94,2,2
14.371,148.14,7.55,102.56,10.63,22.69,0.67,11.97,2,2
14.373,148.13,7.54,102.57,10.65,22.68,0.68,11.83,2,2
14.375,148.15,7.55,102.58,10.7,22.67,0.67,11.85,2,2
14.377,148.22,7.55,102.58,10.71,22.67,0.66,11.83,2,2
14.379,148.2,7.55,102.59,10.74,22.69,0.66,11.9,2,2
14.382,148.19,7.55,102.59,10.69,22.69,0.66,11.9,2,2
14.386,148.19,7.55,102.6,10.66,22.68,0.64,12,2,2
14.4,148.19,7.55,102.65,10.8,22.62,0.64,11.83,2,2
14.409,148.23,7.55,102.68,10.8,22.62,0.64,11.96,2,2
14.415,148.25,7.55,102.71,11.01,22.61,0.66,12.16,2,2
14.418,148.29,7.55,102.73,11.09,22.59,0.69,11.88,2,2
14.42,148.29,7.55,102.75,11.18,22.6,0.68,11.95,2,2
14.42,148.26,7.55,102.75,11.32,22.59,0.7,11.95,2,2
14.417,148.27,7.55,102.74,11.38,22.57,0.69,11.94,2,2
14.412,148.25,7.55,102.73,11.41,22.57,0.69,11.91,2,2
14.407,148.23,7.55,102.71,11.4,22.54,0.66,11.93,2,2
14.405,148.22,7.55,102.69,11.21,22.56,0.67,11.82,2,2
14.404,148.2,7.55,102.68,11.19,22.58,0.66,11.86,2,2
14.403,148.19,7.55,102.68,11.25,22.6,0.65,12.01,2,2
14.402,148.15,7.55,102.66,10.76,22.65,0.71,11.85,2,2
14.402,148.13,7.55,102.65,10.64,22.65,0.71,11.88,2,2
14.402,148.11,7.55,102.65,10.58,22.66,0.72,11.91,2,2
14.403,148.11,7.55,102.65,10.56,22.65,0.73,11.93,2,2
14.403,148.11,7.55,102.64,10.59,22.68,0.72,11.97,2,2
14.404,148.1,7.55,102.64,10.62,22.68,0.7,11.9,2,2
14.404,148.1,7.55,102.65,10.65,22.68,0.71,11.87,2,2
14.404,148.09,7.55,102.65,10.65,22.68,0.7,11.99,2,2
14.405,148.09,7.55,102.65,10.68,22.7,0.71,12,2,2
14.405,148.09,7.55,102.65,10.65,22.72,0.73,11.84,2,2
14.405,148.07,7.55,102.65,10.64,22.71,0.72,11.84,2,2
14.406,148.06,7.55,102.65,10.63,22.72,0.71,11.93,2,2
14.406,148.03,7.55,102.65,10.62,22.71,0.69,11.87,2,2
14.407,148.04,7.55,102.66,10.62,22.71,0.69,11.85,2,2
14.407,148.04,7.55,102.65,10.65,22.71,0.68,11.97,2,2
14.407,148.02,7.55,102.66,10.67,22.7,0.68,11.74,2,2
14.408,148.03,7.55,102.66,10.68,22.72,0.69,11.98,2,2
14.408,148.03,7.55,102.66,10.68,22.71,0.68,12,2,2
14.408,148.02,7.55,102.66,10.71,22.71,0.69,11.96,2,2
14.408,148.03,7.55,102.66,10.71,22.72,0.69,11.83,2,2
14.408,148.05,7.55,102.66,10.71,22.72,0.69,11.91,2,2
14.408,148.03,7.55,102.66,10.65,22.73,0.71,11.92,2,2
14.408,148.02,7.55,102.66,10.68,22.72,0.7,11.92,2,2
14.409,148.03,7.55,102.65,10.71,22.72,0.7,11.85,2,2
14.409,148.03,7.55,102.65,10.91,22.71,0.72,11.97,2,2
14.409,148.01,7.55,102.65,10.95,22.71,0.71,11.94,2,2
14.41,148.02,7.55,102.64,10.95,22.7,0.72,11.77,2,2
14.41,148,7.55,102.64,10.97,22.71,0.7,11.88,2,2
14.41,147.99,7.55,102.64,10.92,22.7,0.69,11.94,2,2
14.411,147.99,7.55,102.64,10.97,22.69,0.68,12.02,2,2
14.411,147.97,7.55,102.64,11,22.7,0.69,11.93,2,2
14.411,147.97,7.55,102.64,11.01,22.69,0.7,11.93,2,2
14.411,147.96,7.55,102.64,11,22.69,0.7,11.89,2,2
14.41,148,7.55,102.63,10.94,22.7,0.72,11.9,2,2
14.411,148.02,7.55,102.63,10.9,22.69,0.71,11.92,2,2
14.411,147.97,7.55,102.63,10.86,22.67,0.72,11.96,2,2
14.412,147.98,7.55,102.64,10.83,22.68,0.71,11.94,2,2
14.413,147.99,7.55,102.64,10.85,22.65,0.7,11.74,2,2
14.414,147.99,7.55,102.64,10.84,22.66,0.69,11.8,2,2
14.416,147.99,7.55,102.64,10.85,22.65,0.69,11.89,2,2
14.417,147.97,7.55,102.65,10.87,22.66,0.71,11.87,2,2
14.421,147.96,7.55,102.65,10.92,22.62,0.74,11.89,2,2
14.423,147.99,7.55,102.65,10.83,22.68,0.73,11.84,2,2
14.421,147.99,7.55,102.63,10.99,22.63,0.76,11.86,2,2
14.421,147.95,7.55,102.63,11.14,22.63,0.76,11.94,2,2
14.421,147.96,7.55,102.63,11.43,22.64,0.77,11.94,2,2
14.421,147.94,7.55,102.63,11.53,22.61,0.76,11.93,2,2
14.423,147.97,7.55,102.64,11.65,22.59,0.79,11.98,2,2
14.425,147.97,7.55,102.64,11.78,22.56,0.79,11.94,2,2
14.427,147.96,7.55,102.65,11.86,22.52,0.8,12.06,2,2
14.43,148.01,7.55,102.65,11.97,22.52,0.8,11.93,2,2
14.433,148,7.55,102.66,11.94,22.52,0.81,12.01,2,2
14.436,147.99,7.55,102.66,11.84,22.53,0.8,11.96,2,2
14.437,147.99,7.56,102.66,11.82,22.52,0.79,11.98,2,2
14.438,147.96,7.56,102.66,11.79,22.52,0.79,11.96,2,2
14.44,147.92,7.56,102.66,11.76,22.53,0.78,12.04,2,2
14.442,147.93,7.56,102.67,11.74,22.53,0.77,11.96,2,2
14.444,147.96,7.56,102.67,11.64,22.56,0.76,11.97,2,2
14.446,147.93,7.56,102.68,11.6,22.58,0.76,11.92,2,2
14.447,147.95,7.56,102.68,11.62,22.59,0.76,11.98,2,2
14.448,147.95,7.56,102.69,11.52,22.59,0.75,11.95,2,2
14.45,147.99,7.56,102.69,11.48,22.59,0.76,11.83,2,2
14.45,148.03,7.56,102.69,11.47,22.58,0.75,11.92,2,2
14.451,148.02,7.56,102.69,11.45,22.6,0.74,11.93,2,2
14.452,148,7.56,102.69,11.5,22.61,0.73,11.98,2,2
14.454,148,7.56,102.7,11.43,22.61,0.74,11.92,2,2
14.455,147.94,7.56,102.71,11.48,22.62,0.73,11.93,2,2
14.458,147.91,7.56,102.71,11.41,22.6,0.75,11.99,2,2
14.46,147.93,7.56,102.72,11.45,22.59,0.75,11.98,2,2
14.462,147.96,7.56,102.73,11.52,22.6,0.74,11.93,2,2
14.464,147.98,7.56,102.73,11.45,22.6,0.73,11.91,2,2
14.466,148,7.56,102.73,11.36,22.61,0.72,11.99,2,2
14.467,148.05,7.56,102.73,11.37,22.61,0.69,11.99,2,2
14.469,148.12,7.56,102.73,11.2,22.59,0.67,11.93,2,2
14.479,148.08,7.56,102.75,10.9,22.62,0.69,11.98,2,2
14.491,148.07,7.56,102.79,10.71,22.61,0.67,12.04,2,2
14.494,148.17,7.56,102.81,10.66,22.62,0.69,11.94,2,2
14.495,148.18,7.56,102.81,10.63,22.6,0.7,12.12,2,2
14.495,148.18,7.56,102.81,10.69,22.6,0.7,12.08,2,2
14.497,148.13,7.56,102.81,10.75,22.61,0.66,11.91,2,2
14.499,148.13,7.56,102.83,10.7,22.62,0.67,11.99,2,2
14.503,148.12,7.56,102.84,10.73,22.6,0.68,12.16,2,2
14.507,148.14,7.56,102.85,10.7,22.63,0.68,12.12,2,2
14.511,148.13,7.56,102.86,10.66,22.63,0.68,12,2,2
14.515,148.17,7.56,102.87,10.63,22.62,0.68,12.13,2,2
14.519,148.18,7.56,102.89,10.53,22.6,0.68,11.91,2,2
14.523,148.2,7.56,102.89,10.53,22.59,0.68,12.04,2,2
14.525,148.21,7.56,102.9,10.63,22.61,0.68,12.03,2,2
14.526,148.23,7.56,102.89,10.77,22.6,0.69,11.99,2,2
14.525,148.25,7.56,102.89,10.77,22.57,0.69,11.99,2,2
14.525,148.26,7.56,102.89,10.92,22.56,0.71,12,2,2
14.523,148.26,7.56,102.88,10.99,22.57,0.7,12.2,2,2
14.521,148.28,7.56,102.87,11.09,22.57,0.68,12,2,2
14.518,148.29,7.56,102.86,11.27,22.54,0.67,12.12,2,2
14.515,148.32,7.56,102.84,11.26,22.54,0.67,11.96,2,2
14.513,148.31,7.56,102.83,11.27,22.54,0.67,11.95,2,2
14.511,148.28,7.56,102.82,11.33,22.54,0.67,11.96,2,2
14.509,148.31,7.56,102.81,11.31,22.51,0.69,12.03,2,2
14.507,148.33,7.56,102.8,11.26,22.52,0.7,11.92,2,2
14.506,148.35,7.56,102.79,11.34,22.54,0.71,11.88,2,2
14.505,148.32,7.56,102.78,11.29,22.56,0.7,12.08,2,2
14.506,148.36,7.56,102.79,11.27,22.54,0.68,12.08,2,2
14.507,148.42,7.56,102.79,11.2,22.55,0.67,12.04,2,2
14.508,148.42,7.56,102.79,11.21,22.56,0.69,12,2,2
14.51,148.44,7.56,102.79,11.18,22.57,0.69,11.99,2,2
14.511,148.44,7.56,102.79,11.15,22.58,0.7,12.07,2,2
14.514,148.4,7.56,102.79,11.18,22.62,0.72,11.98,2,2
14.532,148.46,7.56,102.83,11,22.54,0.7,11.89,2,2
14.535,148.48,7.56,102.84,10.94,22.54,0.69,12.03,2,2
14.541,148.54,7.56,102.85,10.89,22.53,0.69,12.1,2,2
14.547,148.51,7.56,102.86,10.81,22.56,0.68,11.88,2,2
14.544,148.6,7.56,102.85,11.15,22.5,0.72,12.05,2,2
14.543,148.61,7.56,102.85,11.24,22.49,0.73,12.07,2,2
14.542,148.62,7.56,102.85,11.31,22.48,0.73,12.17,2,2
14.541,148.64,7.56,102.85,11.42,22.48,0.73,12.07,2,2
14.54,148.65,7.56,102.85,11.69,22.48,0.74,12.15,2,2
14.539,148.67,7.56,102.85,11.8,22.47,0.75,12.11,2,2
14.538,148.69,7.56,102.85,11.84,22.46,0.75,12.01,2,2
14.538,148.72,7.56,102.84,11.84,22.44,0.74,12.09,2,2
14.537,148.7,7.56,102.84,11.92,22.42,0.74,12.28,2,2
14.537,148.71,7.56,102.83,11.96,22.41,0.73,12.17,2,2
14.538,148.7,7.56,102.83,12.03,22.41,0.73,12.13,2,2
14.538,148.71,7.56,102.83,12.19,22.39,0.72,12.11,2,2
14.538,148.7,7.56,102.82,12.28,22.39,0.71,12.07,2,2
14.538,148.72,7.56,102.82,12.35,22.39,0.7,12.05,2,2
14.538,148.74,7.56,102.82,12.3,22.39,0.69,12.14,2,2
14.54,148.76,7.56,102.82,12.37,22.39,0.68,12.02,2,2
14.541,148.78,7.56,102.83,12.21,22.39,0.68,12.1,2,2
14.543,148.81,7.56,102.83,12.32,22.4,0.68,12.17,2,2
14.546,148.83,7.56,102.84,12.43,22.4,0.69,12.17,2,2
14.548,148.84,7.56,102.84,12.54,22.39,0.69,12.07,2,2
14.55,148.84,7.56,102.85,12.53,22.39,0.7,12,2,2
14.552,148.85,7.56,102.85,12.7,22.37,0.71,12.1,2,2
14.554,148.87,7.56,102.86,12.69,22.38,0.71,12.12,2,2
14.557,148.88,7.56,102.87,12.63,22.37,0.72,12.11,2,2
14.559,148.9,7.56,102.87,12.62,22.35,0.71,12.06,2,2
14.564,148.93,7.56,102.88,12.66,22.34,0.71,12.06,2,2
14.567,148.94,7.56,102.88,12.62,22.34,0.72,12.02,2,2
14.571,148.95,7.56,102.9,12.61,22.34,0.71,12.11,2,2
14.573,148.96,7.56,102.9,12.59,22.34,0.72,12.13,2,2
14.574,149,7.56,102.9,12.58,22.33,0.71,12,2,2
14.575,149.02,7.56,102.91,12.52,22.33,0.72,12.01,2,2
14.577,149.06,7.56,102.92,12.44,22.33,0.72,12.03,2,2
14.578,149.1,7.56,102.92,12.4,22.32,0.73,12.06,2,2
14.579,149.11,7.56,102.92,12.31,22.32,0.75,11.96,2,2
14.58,149.1,7.56,102.92,12.26,22.33,0.76,12.17,2,2
14.58,149.11,7.56,102.92,12.23,22.32,0.75,12.04,2,2
14.58,149.12,7.56,102.92,12.2,22.33,0.74,12.25,2,2
14.579,149.15,7.56,102.92,12.2,22.33,0.74,12.12,2,2
14.578,149.15,7.56,102.91,12.15,22.35,0.74,12.18,2,2
14.578,149.16,7.56,102.91,12.09,22.35,0.73,12.11,2,2
14.577,149.14,7.56,102.91,12.02,22.36,0.72,12.11,2,2
14.577,149.12,7.56,102.91,12.05,22.37,0.71,12.09,2,2
14.576,149.12,7.56,102.9,11.84,22.41,0.67,12.22,2,2
14.576,149.12,7.56,102.9,11.74,22.41,0.68,12.17,2,2
14.575,149.14,7.56,102.89,11.7,22.42,0.68,12.27,2,2
14.575,149.15,7.56,102.89,11.59,22.43,0.68,12.23,2,2
14.576,149.12,7.56,102.89,11.49,22.44,0.68,12.16,2,2
14.576,149.12,7.56,102.89,11.38,22.44,0.68,12.11,2,2
14.576,149.12,7.56,102.89,11.32,22.45,0.68,12.12,2,2
14.577,149.14,7.56,102.9,11.29,22.46,0.68,12.11,2,2
14.577,149.14,7.56,102.9,11.22,22.48,0.67,12.03,2,2
14.578,149.16,7.56,102.9,11.28,22.51,0.66,12.11,2,2
14.579,149.18,7.56,102.9,11.38,22.51,0.67,12.14,2,2
14.58,149.19,7.56,102.91,11.38,22.5,0.68,12.1,2,2
14.586,149.3,7.56,102.93,11.26,22.51,0.71,11.95,2,2
14.592,149.34,7.56,102.95,11.09,22.56,0.7,12.08,2,2
14.596,149.33,7.56,102.96,11.01,22.56,0.67,12.06,2,2
14.598,149.34,7.56,102.96,10.99,22.55,0.68,12.24,2,2
14.6,149.34,7.56,102.96,11,22.54,0.69,12.12,2,2
14.601,149.36,7.56,102.97,10.95,22.54,0.7,12.18,2,2
14.602,149.38,7.56,102.97,10.91,22.54,0.71,12.15,2,2
14.603,149.39,7.56,102.97,10.91,22.54,0.71,12.21,2,2
14.604,149.44,7.57,102.98,10.95,22.51,0.71,12.19,2,2
14.604,149.47,7.57,102.97,11.02,22.5,0.71,12.21,2,2
14.604,149.45,7.57,102.97,10.99,22.49,0.72,12.27,2,2
14.604,149.49,7.57,102.98,11,22.5,0.72,12.12,2,2
14.605,149.56,7.57,102.98,10.98,22.53,0.71,12.16,2,2
14.605,149.55,7.57,102.98,11.03,22.54,0.72,12.2,2,2
14.604,149.56,7.57,102.99,11.05,22.53,0.71,12.19,2,2
14.604,149.53,7.57,102.99,11.04,22.53,0.72,12.22,2,2
14.604,149.59,7.57,102.98,11.14,22.53,0.71,12.09,2,2
14.603,149.62,7.57,102.97,11.17,22.54,0.69,12.22,2,2
14.603,149.6,7.57,102.97,11.38,22.55,0.71,12.37,2,2
14.603,149.62,7.57,102.96,11.5,22.55,0.71,12.12,2,2
14.603,149.64,7.57,102.96,11.51,22.54,0.71,12.23,2,2
14.604,149.64,7.57,102.95,11.62,22.53,0.71,12.14,2,2
14.605,149.66,7.57,102.95,11.64,22.49,0.72,12.15,2,2
14.606,149.59,7.57,102.96,11.66,22.48,0.73,12.2,2,2
14.607,149.59,7.57,102.96,11.75,22.49,0.73,12.19,2,2
14.608,149.6,7.57,102.97,11.76,22.47,0.73,12.17,2,2
14.61,149.6,7.57,102.97,11.69,22.47,0.75,12.12,2,2
14.613,149.65,7.57,102.98,11.94,22.45,0.77,12,2,2
14.615,149.64,7.57,102.99,11.94,22.42,0.75,12.08,2,2
14.617,149.68,7.57,102.99,12.04,22.43,0.75,12.31,2,2
14.619,149.71,7.57,102.99,12.14,22.44,0.74,12.14,2,2
14.621,149.69,7.57,102.99,12.2,22.43,0.73,12.18,2,2
14.623,149.71,7.57,102.99,12.26,22.46,0.73,12.3,2,2
14.623,149.61,7.57,102.99,12.35,22.41,0.71,12.2,2,2
14.624,149.59,7.57,102.98,12.25,22.4,0.73,12.26,2,2
14.625,149.6,7.57,102.98,12.12,22.38,0.73,12.19,2,2
14.626,149.64,7.57,102.98,12.07,22.38,0.73,12.06,2,2
14.627,149.72,7.57,102.99,12.01,22.39,0.73,12.31,2,2
14.629,149.75,7.57,103,11.94,22.4,0.73,12.11,2,2
14.63,149.74,7.57,103,11.85,22.4,0.72,12.26,2,2
14.637,149.82,7.57,103.02,11.75,22.45,0.73,12.15,2,2
14.64,149.78,7.57,103.03,11.67,22.46,0.71,12.11,2,2
14.652,149.85,7.57,103.07,11.62,22.45,0.7,12.18,2,2
14.655,149.83,7.57,103.08,11.54,22.45,0.73,12.16,2,2
14.658,149.81,7.57,103.09,11.5,22.45,0.73,12.08,2,2
14.672,149.79,7.57,103.13,11.19,22.45,0.71,12.18,2,2
14.675,149.8,7.57,103.14,11.1,22.47,0.7,12.38,2,2
14.676,149.79,7.57,103.15,11.13,22.49,0.7,12.31,2,2
14.677,149.85,7.57,103.15,11.14,22.48,0.7,12.19,2,2
14.676,149.88,7.57,103.16,11.06,22.49,0.7,12.13,2,2
14.675,149.85,7.57,103.16,11.15,22.48,0.72,12.21,2,2
14.673,149.83,7.57,103.15,11.2,22.47,0.72,12.24,2,2
